library,N,l2_error,max_error,rt_error
MKL,246,2.550e-16,2.433e-16,7.702e-16
VectorFFT,247,9.804e-16,1.473e-15,2.975e-15
MKL,247,3.005e-16,2.848e-16,7.918e-16
VectorFFT,248,1.356e-15,1.758e-15,4.061e-15
MKL,248,2.169e-16,2.420e-16,6.536e-16
VectorFFT,249,6.435e-16,8.134e-16,1.388e-15
MKL,249,3.449e-16,4.218e-16,1.170e-15
VectorFFT,250,3.214e-16,5.204e-16,7.696e-16
MKL,250,2.660e-16,3.126e-16,6.225e-16
VectorFFT,251,6.684e-16,7.041e-16,1.720e-15
MKL,251,5.236e-16,6.550e-16,1.332e-15
VectorFFT,252,4.550e-16,5.329e-16,1.112e-15
MKL,252,2.202e-16,2.338e-16,5.462e-16
VectorFFT,253,1.185e-15,2.162e-15,3.313e-15
MKL,253,3.255e-16,3.663e-16,7.594e-16
VectorFFT,254,5.959e-16,8.060e-16,1.158e-15
MKL,254,2.984e-16,3.465e-16,7.711e-16
VectorFFT,255,8.675e-16,9.850e-16,1.862e-15
MKL,255,3.060e-16,3.070e-16,8.063e-16
VectorFFT,256,2.447e-16,2.779e-16,4.443e-16
MKL,256,1.737e-16,1.689e-16,5.554e-16
VectorFFT,257,5.159e-16,6.537e-16,1.237e-15
MKL,257,4.121e-16,4.673e-16,1.275e-15
VectorFFT,258,1.617e-15,2.359e-15,3.978e-15
MKL,258,2.528e-16,3.018e-16,5.883e-16
VectorFFT,259,1.490e-15,2.891e-15,4.346e-15
MKL,259,2.591e-16,2.667e-16,6.905e-16
VectorFFT,260,6.913e-16,9.771e-16,1.708e-15
MKL,260,2.279e-16,2.473e-16,5.582e-16
VectorFFT,261,1.145e-15,1.451e-15,3.751e-15
MKL,261,2.596e-16,2.832e-16,7.230e-16
VectorFFT,262,6.090e-16,7.927e-16,1.225e-15
MKL,262,2.760e-16,2.950e-16,1.012e-15
VectorFFT,263,6.267e-16,8.199e-16,1.286e-15
MKL,263,4.333e-16,4.432e-16,1.115e-15
VectorFFT,264,5.861e-16,7.826e-16,1.112e-15
MKL,264,2.012e-16,2.158e-16,5.045e-16
VectorFFT,265,6.237e-16,6.924e-16,1.497e-15
MKL,265,3.022e-16,2.998e-16,7.801e-16
VectorFFT,266,7.595e-16,1.238e-15,2.507e-15
MKL,266,2.337e-16,4.112e-16,6.241e-16
VectorFFT,267,6.670e-16,9.393e-16,1.473e-15
MKL,267,2.930e-16,3.562e-16,9.521e-16
VectorFFT,268,6.304e-16,7.439e-16,1.236e-15
MKL,268,2.360e-16,2.579e-16,6.580e-16
VectorFFT,269,5.189e-16,5.277e-16,8.801e-16
MKL,269,4.007e-16,3.718e-16,1.370e-15
VectorFFT,270,5.338e-16,5.511e-16,1.431e-15
MKL,270,2.281e-16,2.048e-16,6.596e-16
VectorFFT,271,9.479e-16,9.236e-16,2.462e-15
MKL,271,4.165e-16,3.230e-16,1.061e-15
VectorFFT,272,7.279e-16,8.817e-16,1.727e-15
MKL,272,2.019e-16,1.895e-16,4.874e-16
VectorFFT,273,6.948e-16,8.390e-16,2.135e-15
MKL,273,3.581e-16,4.077e-16,9.210e-16
VectorFFT,274,7.341e-16,9.610e-16,1.524e-15
MKL,274,3.097e-16,3.965e-16,8.027e-16
VectorFFT,275,5.824e-16,7.962e-16,1.201e-15
MKL,275,2.592e-16,2.844e-16,6.246e-16
VectorFFT,276,1.031e-15,1.534e-15,2.864e-15
MKL,276,2.169e-16,2.409e-16,8.710e-16
VectorFFT,277,1.795e-15,1.838e-15,3.625e-15
MKL,277,4.107e-16,3.916e-16,1.288e-15
VectorFFT,278,6.651e-16,1.189e-15,1.538e-15
MKL,278,3.314e-16,4.017e-16,7.654e-16
VectorFFT,279,1.323e-15,2.037e-15,3.565e-15
MKL,279,2.472e-16,3.440e-16,8.587e-16
VectorFFT,280,3.243e-16,4.596e-16,8.860e-16
MKL,280,2.203e-16,2.513e-16,6.147e-16
VectorFFT,281,6.758e-16,8.004e-16,1.806e-15
MKL,281,4.631e-16,4.545e-16,1.361e-15
VectorFFT,282,1.674e-15,1.759e-15,5.253e-15
MKL,282,2.437e-16,3.408e-16,6.484e-16
VectorFFT,283,5.519e-16,1.055e-15,1.020e-15
MKL,283,4.135e-16,3.859e-16,1.369e-15
VectorFFT,284,5.314e-16,7.857e-16,1.139e-15
MKL,284,2.502e-16,3.705e-16,7.257e-16
VectorFFT,285,7.416e-16,9.317e-16,1.780e-15
MKL,285,2.748e-16,2.458e-16,6.693e-16
VectorFFT,286,8.400e-16,1.112e-15,2.691e-15
MKL,286,2.263e-16,2.354e-16,6.255e-16
VectorFFT,287,1.389e-15,1.698e-15,3.951e-15
MKL,287,2.760e-16,3.084e-16,8.400e-16
VectorFFT,288,4.995e-16,6.740e-16,1.486e-15
MKL,288,2.077e-16,2.423e-16,5.444e-16
VectorFFT,289,1.025e-15,9.912e-16,1.730e-15
MKL,289,4.350e-16,3.732e-16,9.999e-16
VectorFFT,290,1.092e-15,1.761e-15,3.483e-15
MKL,290,2.431e-16,3.225e-16,6.534e-16
VectorFFT,291,6.213e-16,7.741e-16,1.215e-15
MKL,291,4.136e-16,5.109e-16,1.143e-15
VectorFFT,292,6.274e-16,7.022e-16,1.629e-15
MKL,292,2.519e-16,3.069e-16,7.519e-16
VectorFFT,293,5.397e-16,7.803e-16,1.155e-15
MKL,293,4.142e-16,4.904e-16,1.022e-15
VectorFFT,294,4.714e-16,3.775e-16,1.095e-15
MKL,294,2.441e-16,2.342e-16,6.516e-16
VectorFFT,295,6.393e-16,7.560e-16,1.386e-15
MKL,295,3.095e-16,3.901e-16,8.435e-16
VectorFFT,296,1.511e-15,1.752e-15,5.656e-15
MKL,296,2.272e-16,2.289e-16,5.471e-16
VectorFFT,297,7.033e-16,8.872e-16,2.571e-15
MKL,297,3.534e-16,3.615e-16,1.061e-15
VectorFFT,298,5.617e-16,7.209e-16,1.239e-15
MKL,298,3.424e-16,5.777e-16,9.644e-16
VectorFFT,299,1.149e-15,1.230e-15,2.951e-15
MKL,299,2.407e-16,2.124e-16,6.908e-16
VectorFFT,300,4.087e-16,5.196e-16,7.789e-16
MKL,300,2.578e-16,2.817e-16,6.415e-16
VectorFFT,301,1.651e-15,1.738e-15,4.532e-15
MKL,301,2.731e-16,1.952e-16,6.080e-16
VectorFFT,302,6.871e-16,7.384e-16,1.375e-15
MKL,302,3.896e-16,3.922e-16,9.779e-16
VectorFFT,303,6.440e-16,7.169e-16,1.378e-15
MKL,303,4.020e-16,4.831e-16,1.178e-15
VectorFFT,304,7.800e-16,1.084e-15,1.750e-15
MKL,304,2.065e-16,2.866e-16,6.750e-16
VectorFFT,305,6.619e-16,8.652e-16,1.345e-15
MKL,305,3.044e-16,3.987e-16,7.002e-16
VectorFFT,306,8.452e-16,1.064e-15,2.492e-15
MKL,306,2.713e-16,2.886e-16,8.021e-16
VectorFFT,307,1.419e-15,1.595e-15,3.421e-15
MKL,307,4.105e-16,3.208e-16,1.338e-15
VectorFFT,308,5.296e-16,7.813e-16,1.271e-15
MKL,308,2.150e-16,2.633e-16,5.617e-16
VectorFFT,309,5.008e-16,7.372e-16,8.990e-16
MKL,309,4.083e-16,4.343e-16,1.394e-15
VectorFFT,310,1.291e-15,2.050e-15,4.219e-15
MKL,310,2.501e-16,3.472e-16,7.175e-16
VectorFFT,311,2.361e-15,2.634e-15,6.118e-15
MKL,311,4.211e-16,4.157e-16,1.524e-15
VectorFFT,312,6.898e-16,1.047e-15,2.428e-15
MKL,312,2.259e-16,2.069e-16,6.524e-16
VectorFFT,313,1.256e-15,1.091e-15,3.496e-15
MKL,313,4.337e-16,3.648e-16,1.425e-15
VectorFFT,314,6.527e-16,6.152e-16,1.502e-15
MKL,314,4.096e-16,4.411e-16,1.082e-15
VectorFFT,315,4.411e-16,4.657e-16,1.196e-15
MKL,315,3.997e-16,4.617e-16,1.153e-15
VectorFFT,316,5.441e-16,5.490e-16,1.065e-15
MKL,316,2.316e-16,3.717e-16,5.968e-16
VectorFFT,317,5.292e-16,6.464e-16,1.008e-15
MKL,317,4.483e-16,4.276e-16,1.142e-15
VectorFFT,318,6.319e-16,7.529e-16,1.345e-15
MKL,318,2.458e-16,2.765e-16,6.529e-16
VectorFFT,319,1.227e-15,1.362e-15,3.299e-15
MKL,319,2.612e-16,2.823e-16,6.123e-16
VectorFFT,320,2.634e-16,2.769e-16,7.118e-16
MKL,320,1.984e-16,2.307e-16,5.422e-16
VectorFFT,321,6.468e-16,6.459e-16,1.253e-15
MKL,321,3.954e-16,3.479e-16,1.307e-15
VectorFFT,322,1.027e-15,1.164e-15,3.502e-15
MKL,322,2.286e-16,2.881e-16,5.746e-16
VectorFFT,323,9.596e-16,1.639e-15,1.962e-15
MKL,323,3.861e-16,5.333e-16,1.002e-15
VectorFFT,324,4.349e-16,4.478e-16,1.273e-15
MKL,324,2.407e-16,1.832e-16,6.608e-16
VectorFFT,325,6.767e-16,8.165e-16,2.087e-15
MKL,325,3.051e-16,3.736e-16,8.374e-16
VectorFFT,326,6.508e-16,7.512e-16,1.245e-15
MKL,326,4.072e-16,3.412e-16,1.258e-15
VectorFFT,327,6.297e-16,7.160e-16,1.511e-15
MKL,327,3.806e-16,4.767e-16,1.075e-15
VectorFFT,328,1.490e-15,1.720e-15,4.228e-15
MKL,328,2.381e-16,2.338e-16,7.145e-16
VectorFFT,329,1.668e-15,2.089e-15,4.548e-15
MKL,329,2.687e-16,2.770e-16,6.643e-16
VectorFFT,330,5.584e-16,5.221e-16,1.301e-15
MKL,330,2.347e-16,2.599e-16,7.130e-16
VectorFFT,331,1.004e-15,1.083e-15,2.682e-15
MKL,331,3.857e-16,4.468e-16,1.080e-15
VectorFFT,332,6.725e-16,7.153e-16,1.324e-15
MKL,332,2.825e-16,4.259e-16,9.360e-16
VectorFFT,333,1.616e-15,2.743e-15,4.354e-15
MKL,333,3.818e-16,5.866e-16,1.055e-15
VectorFFT,334,6.612e-16,9.833e-16,1.530e-15
MKL,334,4.080e-16,4.925e-16,1.247e-15
VectorFFT,335,6.312e-16,7.945e-16,1.512e-15
MKL,335,2.945e-16,3.857e-16,7.160e-16
VectorFFT,336,3.350e-16,3.805e-16,7.306e-16
MKL,336,2.223e-16,2.490e-16,6.749e-16
VectorFFT,337,6.923e-16,4.304e-16,1.978e-15
MKL,337,4.150e-16,2.531e-16,1.155e-15
VectorFFT,338,1.052e-15,1.213e-15,2.966e-15
MKL,338,2.493e-16,2.228e-16,6.382e-16
VectorFFT,339,6.947e-16,9.093e-16,1.615e-15
MKL,339,4.288e-16,4.479e-16,1.325e-15
VectorFFT,340,7.902e-16,1.072e-15,1.890e-15
MKL,340,2.315e-16,2.349e-16,7.398e-16
VectorFFT,341,1.415e-15,1.941e-15,4.107e-15
MKL,341,2.532e-16,3.093e-16,8.916e-16
VectorFFT,342,7.241e-16,1.129e-15,2.025e-15
MKL,342,2.616e-16,3.687e-16,8.288e-16
VectorFFT,343,3.893e-16,4.133e-16,1.044e-15
MKL,343,4.164e-16,3.606e-16,1.102e-15
VectorFFT,344,1.730e-15,2.386e-15,4.753e-15
MKL,344,2.199e-16,2.949e-16,6.699e-16
VectorFFT,345,9.517e-16,1.399e-15,2.755e-15
MKL,345,4.486e-16,4.650e-16,1.072e-15
VectorFFT,346,5.222e-16,7.762e-16,9.793e-16
MKL,346,4.228e-16,5.084e-16,1.307e-15
VectorFFT,347,6.294e-16,7.377e-16,1.435e-15
MKL,347,4.216e-16,4.052e-16,1.417e-15
VectorFFT,348,1.099e-15,1.396e-15,2.704e-15
MKL,348,2.212e-16,2.441e-16,7.418e-16
VectorFFT,349,1.961e-15,1.492e-15,4.402e-15
MKL,349,3.957e-16,3.338e-16,1.112e-15
VectorFFT,350,3.463e-16,4.220e-16,8.952e-16
MKL,350,2.854e-16,3.360e-16,7.250e-16
VectorFFT,351,8.138e-16,1.318e-15,2.187e-15
MKL,351,3.269e-16,4.234e-16,7.790e-16
VectorFFT,352,5.344e-16,7.795e-16,1.386e-15
MKL,352,2.027e-16,2.895e-16,7.011e-16
VectorFFT,353,9.786e-16,1.159e-15,3.262e-15
MKL,353,4.198e-16,6.436e-16,1.163e-15
VectorFFT,354,6.781e-16,9.587e-16,1.417e-15
MKL,354,2.514e-16,3.651e-16,8.943e-16
VectorFFT,355,6.909e-16,7.414e-16,1.639e-15
MKL,355,4.014e-16,3.534e-16,1.149e-15
VectorFFT,356,5.410e-16,7.355e-16,9.599e-16
MKL,356,2.679e-16,3.514e-16,9.986e-16
VectorFFT,357,7.954e-16,1.006e-15,1.816e-15
MKL,357,2.534e-16,2.334e-16,8.411e-16
VectorFFT,358,6.711e-16,9.528e-16,1.572e-15
MKL,358,3.873e-16,3.868e-16,1.319e-15
VectorFFT,359,6.638e-16,7.889e-16,1.553e-15
MKL,359,4.930e-16,6.592e-16,1.297e-15
VectorFFT,360,5.468e-16,7.103e-16,1.209e-15
MKL,360,2.292e-16,2.305e-16,6.997e-16
VectorFFT,361,9.556e-16,9.570e-16,2.253e-15
MKL,361,3.470e-16,3.450e-16,1.091e-15
VectorFFT,362,6.544e-16,7.463e-16,1.345e-15
MKL,362,3.991e-16,3.721e-16,1.030e-15
VectorFFT,363,6.943e-16,8.386e-16,2.141e-15
MKL,363,2.908e-16,4.235e-16,7.977e-16
VectorFFT,364,7.336e-16,9.622e-16,1.999e-15
MKL,364,2.371e-16,2.975e-16,7.324e-16
VectorFFT,365,6.674e-16,9.047e-16,1.318e-15
MKL,365,3.950e-16,4.922e-16,1.084e-15
VectorFFT,366,6.982e-16,1.101e-15,1.844e-15
MKL,366,2.482e-16,2.927e-16,6.877e-16
VectorFFT,367,5.321e-16,7.920e-16,1.104e-15
MKL,367,4.202e-16,4.653e-16,1.278e-15
VectorFFT,368,1.011e-15,1.694e-15,2.838e-15
MKL,368,2.152e-16,2.832e-16,5.251e-16
VectorFFT,369,1.492e-15,1.889e-15,3.444e-15
MKL,369,3.584e-16,3.828e-16,1.207e-15
VectorFFT,370,1.533e-15,1.920e-15,3.756e-15
MKL,370,2.516e-16,2.421e-16,8.064e-16
VectorFFT,371,5.842e-16,9.208e-16,1.385e-15
MKL,371,3.168e-16,2.845e-16,7.553e-16
VectorFFT,372,1.318e-15,1.596e-15,4.355e-15
MKL,372,2.245e-16,2.497e-16,7.718e-16
VectorFFT,373,7.088e-16,7.260e-16,1.407e-15
MKL,373,3.853e-16,3.130e-16,1.395e-15
VectorFFT,374,1.074e-15,1.180e-15,3.600e-15
MKL,374,2.764e-16,2.492e-16,7.032e-16
VectorFFT,375,4.087e-16,5.051e-16,1.137e-15
MKL,375,4.377e-16,5.713e-16,1.166e-15
VectorFFT,376,1.663e-15,2.280e-15,4.737e-15
MKL,376,2.362e-16,3.258e-16,5.747e-16
VectorFFT,377,1.230e-15,1.454e-15,3.562e-15
MKL,377,2.921e-16,3.000e-16,6.861e-16
VectorFFT,378,5.576e-16,6.172e-16,1.359e-15
MKL,378,2.494e-16,2.694e-16,7.116e-16
VectorFFT,379,1.580e-15,1.493e-15,4.696e-15
MKL,379,4.685e-16,4.776e-16,1.239e-15
VectorFFT,380,6.679e-16,9.506e-16,2.543e-15
MKL,380,2.520e-16,2.568e-16,6.615e-16
VectorFFT,381,6.661e-16,1.038e-15,1.795e-15
MKL,381,4.241e-16,4.821e-16,1.265e-15
VectorFFT,382,6.631e-16,8.279e-16,1.377e-15
MKL,382,4.121e-16,4.447e-16,1.369e-15
VectorFFT,383,7.043e-16,9.722e-16,1.610e-15
MKL,383,4.354e-16,5.129e-16,1.301e-15
VectorFFT,384,3.705e-16,4.402e-16,7.846e-16
MKL,384,2.102e-16,2.434e-16,5.569e-16
VectorFFT,385,5.795e-16,7.707e-16,1.364e-15
MKL,385,2.738e-16,2.975e-16,7.125e-16
VectorFFT,386,6.730e-16,6.750e-16,1.545e-15
MKL,386,4.440e-16,4.396e-16,1.217e-15
VectorFFT,387,1.599e-15,2.271e-15,4.671e-15
MKL,387,3.352e-16,3.911e-16,9.769e-16
VectorFFT,388,5.601e-16,7.283e-16,9.642e-16
MKL,388,2.865e-16,3.383e-16,8.268e-16
VectorFFT,389,6.824e-16,8.100e-16,1.530e-15
MKL,389,4.696e-16,4.810e-16,1.491e-15
VectorFFT,390,6.917e-16,8.755e-16,2.032e-15
MKL,390,2.683e-16,3.384e-16,7.190e-16
VectorFFT,391,1.222e-15,1.599e-15,3.036e-15
MKL,391,2.482e-16,2.225e-16,7.399e-16
VectorFFT,392,3.679e-16,4.233e-16,9.849e-16
MKL,392,2.258e-16,2.732e-16,7.047e-16
VectorFFT,393,5.707e-16,6.326e-16,1.141e-15
MKL,393,5.078e-16,4.103e-16,1.889e-15
VectorFFT,394,6.904e-16,8.278e-16,1.610e-15
MKL,394,4.266e-16,4.667e-16,1.186e-15
VectorFFT,395,6.435e-16,8.776e-16,1.456e-15
MKL,395,3.039e-16,2.627e-16,8.161e-16
VectorFFT,396,6.380e-16,8.171e-16,1.466e-15
MKL,396,2.257e-16,2.943e-16,6.028e-16
VectorFFT,397,1.228e-15,1.404e-15,3.107e-15
MKL,397,4.706e-16,4.834e-16,1.503e-15
VectorFFT,398,6.453e-16,5.813e-16,1.226e-15
MKL,398,4.585e-16,4.129e-16,1.246e-15
VectorFFT,399,7.379e-16,6.662e-16,2.498e-15
MKL,399,2.968e-16,2.307e-16,9.068e-16
VectorFFT,400,3.220e-16,3.329e-16,7.303e-16
MKL,400,2.522e-16,2.860e-16,6.817e-16
VectorFFT,401,6.199e-16,6.297e-16,1.728e-15
MKL,401,4.637e-16,4.378e-16,1.348e-15
VectorFFT,402,6.580e-16,7.953e-16,1.255e-15
MKL,402,2.623e-16,3.199e-16,7.678e-16
VectorFFT,403,1.431e-15,2.047e-15,3.967e-15
MKL,403,2.489e-16,2.282e-16,7.038e-16
VectorFFT,404,6.929e-16,8.324e-16,1.510e-15
MKL,404,2.657e-16,3.218e-16,7.391e-16
VectorFFT,405,4.588e-16,5.067e-16,1.269e-15
MKL,405,3.403e-16,4.034e-16,8.311e-16
VectorFFT,406,1.107e-15,1.848e-15,3.627e-15
MKL,406,2.342e-16,2.662e-16,7.489e-16
VectorFFT,407,1.478e-15,2.542e-15,3.810e-15
MKL,407,2.585e-16,3.584e-16,6.437e-16
VectorFFT,408,7.832e-16,1.215e-15,1.979e-15
MKL,408,2.341e-16,2.317e-16,5.480e-16
VectorFFT,409,1.434e-15,1.584e-15,3.235e-15
MKL,409,4.541e-16,5.245e-16,1.590e-15
VectorFFT,410,1.472e-15,1.774e-15,4.061e-15
MKL,410,2.622e-16,2.970e-16,7.938e-16
VectorFFT,411,6.744e-16,5.107e-16,1.458e-15
MKL,411,5.101e-16,6.557e-16,1.489e-15
VectorFFT,412,5.554e-16,4.711e-16,1.071e-15
MKL,412,2.891e-16,2.666e-16,9.014e-16
VectorFFT,413,5.603e-16,6.761e-16,1.277e-15
MKL,413,2.749e-16,2.938e-16,7.642e-16
VectorFFT,414,9.875e-16,1.724e-15,3.066e-15
MKL,414,2.453e-16,2.739e-16,6.982e-16
VectorFFT,415,7.293e-16,8.809e-16,1.686e-15
MKL,415,3.077e-16,3.756e-16,8.182e-16
VectorFFT,416,6.213e-16,8.655e-16,1.962e-15
MKL,416,2.145e-16,2.254e-16,7.207e-16
VectorFFT,417,6.666e-16,7.799e-16,1.384e-15
MKL,417,4.797e-16,5.663e-16,1.484e-15
VectorFFT,418,9.849e-16,1.410e-15,2.840e-15
MKL,418,2.553e-16,3.022e-16,8.291e-16
VectorFFT,419,7.054e-16,6.561e-16,1.402e-15
MKL,419,4.894e-16,5.878e-16,1.438e-15
VectorFFT,420,4.555e-16,4.975e-16,9.157e-16
MKL,420,2.431e-16,2.571e-16,6.508e-16
VectorFFT,421,1.628e-15,1.886e-15,5.629e-15
MKL,421,4.776e-16,5.096e-16,1.721e-15
VectorFFT,422,5.883e-16,1.090e-15,1.229e-15
MKL,422,4.775e-16,5.462e-16,1.344e-15
VectorFFT,423,1.876e-15,2.466e-15,5.071e-15
MKL,423,3.171e-16,3.265e-16,1.000e-15
VectorFFT,424,6.962e-16,8.302e-16,1.620e-15
MKL,424,2.581e-16,3.357e-16,6.455e-16
VectorFFT,425,7.445e-16,1.282e-15,3.978e-15
MKL,425,2.791e-16,2.935e-16,9.884e-16
VectorFFT,426,6.524e-16,8.519e-16,1.597e-15
MKL,426,2.665e-16,4.271e-16,7.815e-16
VectorFFT,427,6.819e-16,8.984e-16,1.433e-15
MKL,427,2.930e-16,3.186e-16,8.270e-16
VectorFFT,428,6.720e-16,1.073e-15,1.566e-15
MKL,428,2.905e-16,3.035e-16,7.781e-16
VectorFFT,429,8.295e-16,1.037e-15,3.039e-15
MKL,429,2.625e-16,3.094e-16,7.428e-16
VectorFFT,430,1.655e-15,2.072e-15,4.796e-15
MKL,430,2.454e-16,2.897e-16,6.833e-16
VectorFFT,431,7.229e-16,7.382e-16,1.274e-15
MKL,431,4.743e-16,3.473e-16,1.820e-15
VectorFFT,432,4.277e-16,5.077e-16,1.130e-15
MKL,432,2.176e-16,2.800e-16,6.701e-16
VectorFFT,433,9.773e-16,1.338e-15,2.528e-15
MKL,433,4.750e-16,5.613e-16,1.586e-15
VectorFFT,434,1.246e-15,1.757e-15,5.266e-15
MKL,434,2.592e-16,3.064e-16,7.743e-16
VectorFFT,435,1.143e-15,1.679e-15,3.506e-15
MKL,435,3.742e-16,4.364e-16,1.008e-15
VectorFFT,436,7.185e-16,9.542e-16,1.712e-15
MKL,436,2.923e-16,4.602e-16,1.081e-15
VectorFFT,437,1.212e-15,1.675e-15,3.281e-15
MKL,437,2.711e-16,3.325e-16,7.152e-16
VectorFFT,438,7.037e-16,1.279e-15,1.466e-15
MKL,438,2.557e-16,3.033e-16,7.418e-16
VectorFFT,439,6.658e-16,5.962e-16,1.478e-15
MKL,439,4.857e-16,4.250e-16,1.471e-15
VectorFFT,440,5.449e-16,6.763e-16,1.428e-15
MKL,440,2.333e-16,1.841e-16,6.321e-16
VectorFFT,441,5.535e-16,6.856e-16,1.251e-15
MKL,441,3.069e-16,3.127e-16,7.888e-16
VectorFFT,442,1.059e-15,1.231e-15,3.145e-15
MKL,442,2.639e-16,3.178e-16,7.916e-16
VectorFFT,443,6.921e-16,7.269e-16,1.780e-15
MKL,443,4.919e-16,5.439e-16,1.543e-15
VectorFFT,444,1.536e-15,2.609e-15,5.789e-15
MKL,444,2.351e-16,2.828e-16,6.884e-16
VectorFFT,445,5.846e-16,9.164e-16,1.273e-15
MKL,445,3.367e-16,3.284e-16,8.107e-16
VectorFFT,446,6.739e-16,1.016e-15,1.491e-15
MKL,446,4.926e-16,5.865e-16,1.530e-15
VectorFFT,447,6.931e-16,8.271e-16,1.654e-15
MKL,447,4.878e-16,6.982e-16,1.612e-15
VectorFFT,448,3.212e-16,4.288e-16,8.845e-16
MKL,448,2.046e-16,3.093e-16,5.255e-16
VectorFFT,449,6.553e-16,6.339e-16,1.535e-15
MKL,449,4.939e-16,5.019e-16,1.495e-15
VectorFFT,450,5.294e-16,5.671e-16,1.717e-15
MKL,450,2.551e-16,3.040e-16,8.161e-16
VectorFFT,451,1.601e-15,1.653e-15,4.603e-15
MKL,451,3.056e-16,2.617e-16,9.624e-16
VectorFFT,452,7.196e-16,7.665e-16,1.465e-15
MKL,452,2.957e-16,3.345e-16,7.742e-16
VectorFFT,453,6.880e-16,9.052e-16,1.531e-15
MKL,453,4.958e-16,7.917e-16,1.541e-15
VectorFFT,454,6.663e-16,8.264e-16,1.570e-15
MKL,454,4.569e-16,5.571e-16,1.404e-15
VectorFFT,455,7.101e-16,9.932e-16,2.271e-15
MKL,455,2.760e-16,3.129e-16,7.299e-16
VectorFFT,456,7.299e-16,9.440e-16,2.356e-15
MKL,456,2.296e-16,2.806e-16,8.039e-16
VectorFFT,457,1.273e-15,1.904e-15,3.679e-15
MKL,457,4.859e-16,5.998e-16,1.473e-15
VectorFFT,458,7.184e-16,8.549e-16,1.483e-15
MKL,458,4.825e-16,4.687e-16,1.354e-15
VectorFFT,459,9.209e-16,1.037e-15,2.201e-15
MKL,459,2.680e-16,3.354e-16,9.014e-16
VectorFFT,460,1.035e-15,1.357e-15,3.083e-15
MKL,460,2.126e-16,2.189e-16,6.304e-16
VectorFFT,461,7.056e-16,8.677e-16,1.869e-15
MKL,461,4.957e-16,6.653e-16,1.478e-15
VectorFFT,462,6.234e-16,9.100e-16,1.531e-15
MKL,462,2.546e-16,2.731e-16,7.908e-16
VectorFFT,463,1.094e-15,8.339e-16,2.729e-15
MKL,463,5.106e-16,4.740e-16,1.356e-15
VectorFFT,464,1.009e-15,1.196e-15,2.838e-15
MKL,464,2.273e-16,4.043e-16,6.643e-16
VectorFFT,465,1.333e-15,1.794e-15,4.107e-15
MKL,465,2.798e-16,4.759e-16,8.088e-16
VectorFFT,466,7.427e-16,9.268e-16,1.579e-15
MKL,466,4.893e-16,5.654e-16,1.813e-15
VectorFFT,467,6.049e-16,6.384e-16,1.287e-15
MKL,467,5.218e-16,3.839e-16,1.522e-15
VectorFFT,468,8.081e-16,1.114e-15,2.196e-15
MKL,468,2.294e-16,2.282e-16,6.493e-16
VectorFFT,469,5.946e-16,8.221e-16,1.355e-15
MKL,469,2.813e-16,3.033e-16,8.074e-16
VectorFFT,470,1.660e-15,2.376e-15,5.792e-15
MKL,470,2.659e-16,2.796e-16,8.083e-16
VectorFFT,471,7.108e-16,9.460e-16,1.311e-15
MKL,471,4.807e-16,5.493e-16,1.320e-15
VectorFFT,472,7.157e-16,8.264e-16,1.503e-15
MKL,472,2.578e-16,3.252e-16,6.610e-16
VectorFFT,473,1.686e-15,2.137e-15,4.772e-15
MKL,473,3.559e-16,3.543e-16,1.040e-15
VectorFFT,474,5.877e-16,7.320e-16,1.132e-15
MKL,474,2.569e-16,4.180e-16,7.967e-16
VectorFFT,475,7.009e-16,1.188e-15,1.966e-15
MKL,475,2.949e-16,3.436e-16,8.594e-16
VectorFFT,476,8.206e-16,1.330e-15,1.877e-15
MKL,476,2.321e-16,2.302e-16,6.445e-16
VectorFFT,477,6.705e-16,6.648e-16,1.639e-15
MKL,477,2.762e-16,2.504e-16,7.329e-16
VectorFFT,478,6.787e-16,9.252e-16,1.314e-15
MKL,478,4.914e-16,6.288e-16,1.498e-15
VectorFFT,479,6.942e-16,8.875e-16,1.649e-15
MKL,479,4.964e-16,5.831e-16,1.478e-15
VectorFFT,480,3.936e-16,3.941e-16,6.969e-16
MKL,480,2.423e-16,2.413e-16,6.026e-16
VectorFFT,481,1.620e-15,2.981e-15,4.885e-15
MKL,481,2.654e-16,3.355e-16,7.652e-16
VectorFFT,482,7.225e-16,9.495e-16,1.653e-15
MKL,482,4.602e-16,4.848e-16,1.393e-15
VectorFFT,483,1.012e-15,1.646e-15,3.966e-15
MKL,483,3.607e-16,4.335e-16,1.010e-15
VectorFFT,484,7.549e-16,7.468e-16,1.822e-15
MKL,484,2.281e-16,1.981e-16,6.415e-16
VectorFFT,485,7.010e-16,7.862e-16,1.570e-15
MKL,485,5.214e-16,4.120e-16,1.710e-15
VectorFFT,486,7.024e-16,9.402e-16,2.156e-15
MKL,486,2.702e-16,3.019e-16,6.945e-16
VectorFFT,487,6.077e-16,6.697e-16,1.479e-15
MKL,487,5.177e-16,5.296e-16,1.469e-15
VectorFFT,488,7.335e-16,1.147e-15,1.806e-15
MKL,488,2.600e-16,3.104e-16,7.729e-16
VectorFFT,489,6.164e-16,8.751e-16,1.251e-15
MKL,489,5.158e-16,5.568e-16,1.375e-15
VectorFFT,490,3.764e-16,4.405e-16,8.961e-16
MKL,490,2.545e-16,2.663e-16,7.992e-16
VectorFFT,491,7.109e-16,5.415e-16,1.842e-15
