N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip,engaged
328,1,z:ilp,nat-oop,2093,1472,6.549,0.704,8.566e-16,prime,1,0
329,1,z:ilp,nat-oop,2120,2327,6.488,1.098,6.946e-16,prime,1,0
330,1,z:ilp,nat-oop,402,398,34.331,0.990,9.580e-16,chain3,1,0
331,1,z:ilp,nat-oop,1165,2645,11.890,2.270,8.605e-16,prime,1,0
332,1,z:ilp,nat-oop,2077,3553,6.695,1.711,9.760e-16,prime,1,0
333,1,z:ilp,nat-oop,2100,1767,6.643,0.841,8.785e-16,prime,1,0
334,1,z:ilp,nat-oop,2120,2682,6.603,1.265,9.482e-16,prime,1,0
335,1,z:ilp,nat-oop,2389,3776,5.881,1.580,7.933e-16,prime,1,0
336,1,z:ilp,nat-oop,308,341,45.711,1.107,3.629e-16,2p,1,0
337,1,z:ilp,nat-oop,1069,2670,13.230,2.496,1.150e-15,prime,1,0
338,1,z:ilp,nat-oop,529,550,26.839,1.039,1.567e-15,flat,1,0
339,1,z:ilp,nat-oop,2344,2672,6.077,1.140,7.485e-16,prime,1,0
340,1,z:ilp,nat-oop,345,743,41.493,2.157,1.319e-15,chain3,1,0
341,1,z:ilp,nat-oop,2310,1414,6.210,0.612,7.897e-16,prime,1,0
342,1,z:ilp,nat-oop,384,813,37.526,2.120,1.184e-15,chain3,1,0
343,1,z:ilp,nat-oop,325,399,44.486,1.228,4.277e-16,chain3,1,0
344,1,z:ilp,nat-oop,2173,1635,6.671,0.753,7.972e-16,prime,1,0
345,1,z:ilp,nat-oop,494,1105,29.421,2.236,1.596e-15,2p,1,0
346,1,z:ilp,nat-oop,2184,2677,6.683,1.226,8.130e-16,prime,1,0
347,1,z:ilp,nat-oop,2147,2676,6.819,1.246,9.158e-16,prime,1,0
348,1,z:ilp,nat-oop,2181,1151,6.736,0.528,6.820e-16,prime,1,0
349,1,z:ilp,nat-oop,2078,2690,7.092,1.294,1.114e-15,prime,1,0
350,1,z:ilp,nat-oop,285,429,51.818,1.504,3.932e-16,chain3,1,0
351,1,z:ilp,nat-oop,357,478,41.560,1.338,1.141e-15,chain3,1,0
352,1,z:ilp,nat-oop,297,402,50.088,1.354,6.383e-16,2p,1,0
353,1,z:ilp,nat-oop,1072,2686,13.929,2.504,8.180e-16,prime,1,0
354,1,z:ilp,nat-oop,2964,2513,5.056,0.848,8.646e-16,prime,1,0
355,1,z:ilp,nat-oop,2085,4281,7.211,2.053,7.071e-16,prime,1,0
356,1,z:ilp,nat-oop,2222,4284,6.791,1.929,6.004e-16,prime,1,0
357,1,z:ilp,nat-oop,395,919,38.311,2.326,1.041e-15,chain3,1,0
358,1,z:ilp,nat-oop,2096,2692,7.244,1.284,9.630e-16,prime,1,0
359,1,z:ilp,nat-oop,2216,2689,6.875,1.213,9.584e-16,prime,1,0
360,1,z:ilp,nat-oop,293,434,52.086,1.479,6.560e-16,chain3,1,0
361,1,z:ilp,nat-oop,583,1545,26.288,2.648,1.082e-15,2p,1,0
362,1,z:ilp,nat-oop,2125,2696,7.241,1.269,1.027e-15,prime,1,0
363,1,z:ilp,nat-oop,394,453,39.214,1.152,8.573e-16,chain3,1,0
364,1,z:ilp,nat-oop,342,460,45.281,1.346,7.556e-16,chain3,1,0
365,1,z:ilp,nat-oop,2122,4596,7.319,2.166,8.976e-16,prime,1,0
366,1,z:ilp,nat-oop,2370,2733,6.575,1.153,6.370e-16,prime,1,0
367,1,z:ilp,nat-oop,2262,2693,6.911,1.191,6.456e-16,prime,1,0
368,1,z:ilp,nat-oop,495,938,31.671,1.895,1.314e-15,2p,1,0
369,1,z:ilp,nat-oop,2195,2265,7.167,1.032,7.639e-16,prime,1,0
370,1,z:ilp,nat-oop,2097,1560,7.527,0.744,8.371e-16,prime,1,0
371,1,z:ilp,nat-oop,2239,3124,7.073,1.396,9.759e-16,prime,1,0
372,1,z:ilp,nat-oop,2126,1295,7.472,0.609,6.161e-16,prime,1,0
373,1,z:ilp,nat-oop,2199,2702,7.246,1.229,8.544e-16,prime,1,0
374,1,z:ilp,nat-oop,656,964,24.357,1.469,1.292e-15,flat,1,0
375,1,z:ilp,nat-oop,334,470,48.057,1.408,5.657e-16,chain3,1,0
376,1,z:ilp,nat-oop,2139,1987,7.518,0.929,1.109e-15,prime,1,0
377,1,z:ilp,nat-oop,2106,1510,7.660,0.717,8.890e-16,prime,1,0
378,1,z:ilp,nat-oop,339,458,47.769,1.351,7.506e-16,chain3,1,0
379,1,z:ilp,nat-oop,1786,2751,9.088,1.540,1.812e-15,prime,1,0
380,1,z:ilp,nat-oop,440,888,36.974,2.017,1.118e-15,chain3,1,0
381,1,z:ilp,nat-oop,2118,2717,7.712,1.283,9.354e-16,prime,1,0
382,1,z:ilp,nat-oop,2148,2717,7.625,1.265,9.563e-16,prime,1,0
383,1,z:ilp,nat-oop,2327,2707,7.063,1.163,9.658e-16,prime,1,0
384,1,z:ilp,nat-oop,251,434,65.624,1.727,4.275e-16,2p,1,0
385,1,z:ilp,nat-oop,379,475,43.657,1.254,7.381e-16,chain3,1,0
386,1,z:ilp,nat-oop,2248,3138,7.375,1.396,1.308e-15,prime,1,0
387,1,z:ilp,nat-oop,2128,2490,7.815,1.170,7.219e-16,prime,1,0
388,1,z:ilp,nat-oop,2196,5264,7.597,2.397,8.033e-16,prime,1,0
389,1,z:ilp,nat-oop,2114,3173,7.917,1.501,1.261e-15,prime,1,0
390,1,z:ilp,nat-oop,380,481,44.151,1.266,1.130e-15,chain3,1,0
391,1,z:ilp,nat-oop,615,1732,27.377,2.817,1.715e-15,2p,1,0
392,1,z:ilp,nat-oop,320,429,52.774,1.341,3.813e-16,chain3,1,0
393,1,z:ilp,nat-oop,2235,3185,7.579,1.425,8.800e-16,prime,1,0
394,1,z:ilp,nat-oop,2142,3177,7.929,1.483,1.055e-15,prime,1,0
395,1,z:ilp,nat-oop,2152,5471,7.917,2.543,1.376e-15,prime,1,0
396,1,z:ilp,nat-oop,377,506,45.332,1.342,7.520e-16,chain3,1,0
397,1,z:ilp,nat-oop,1682,3171,10.186,1.885,1.244e-15,prime,1,0
398,1,z:ilp,nat-oop,2133,3170,8.059,1.487,9.682e-16,prime,1,0
399,1,z:ilp,nat-oop,479,1079,35.966,2.251,1.031e-15,chain3,1,0
400,1,z:ilp,nat-oop,300,431,57.541,1.436,4.498e-16,2p,1,0
401,1,z:ilp,nat-oop,1294,2588,13.398,2.000,8.025e-16,prime,1,0
402,1,z:ilp,nat-oop,2430,3349,7.156,1.378,7.571e-16,prime,1,0
403,1,z:ilp,nat-oop,2196,1708,7.942,0.778,6.973e-16,prime,1,0
404,1,z:ilp,nat-oop,2403,5768,7.278,2.400,7.894e-16,prime,1,0
405,1,z:ilp,nat-oop,380,546,46.153,1.437,6.616e-16,chain3,1,0
406,1,z:ilp,nat-oop,2931,1439,6.002,0.491,6.563e-16,prime,1,0
407,1,z:ilp,nat-oop,2153,2126,8.195,0.988,6.444e-16,prime,1,0
408,1,z:ilp,nat-oop,441,903,40.074,2.046,1.042e-15,chain3,1,0
409,1,z:ilp,nat-oop,1886,2586,9.407,1.371,1.746e-15,prime,1,0
410,1,z:ilp,nat-oop,2324,1915,7.655,0.824,1.020e-15,prime,1,0
411,1,z:ilp,nat-oop,2717,2599,6.567,0.957,1.538e-15,prime,1,0
412,1,z:ilp,nat-oop,2346,5843,7.627,2.491,8.033e-16,prime,1,0
413,1,z:ilp,nat-oop,2288,3933,7.844,1.719,7.766e-16,prime,1,0
414,1,z:ilp,nat-oop,736,1148,24.451,1.560,1.775e-15,chain3,1,0
415,1,z:ilp,nat-oop,2388,6250,7.558,2.618,9.354e-16,prime,1,0
416,1,z:ilp,nat-oop,349,482,51.863,1.382,8.041e-16,2p,1,0
417,1,z:ilp,nat-oop,2456,2634,7.389,1.073,7.203e-16,prime,1,0
418,1,z:ilp,nat-oop,786,1132,23.139,1.440,1.532e-15,flat,1,0
419,1,z:ilp,nat-oop,2155,2602,8.467,1.207,8.854e-16,prime,1,0
420,1,z:ilp,nat-oop,356,494,51.407,1.387,6.937e-16,chain3,1,0
421,1,z:ilp,nat-oop,2239,2618,8.198,1.169,7.035e-16,prime,1,0
422,1,z:ilp,nat-oop,2815,2589,6.536,0.920,8.915e-16,prime,1,0
423,1,z:ilp,nat-oop,2398,3052,7.695,1.273,9.026e-16,prime,1,0
424,1,z:ilp,nat-oop,2164,2669,8.549,1.233,1.079e-15,prime,1,0
425,1,z:ilp,nat-oop,476,1074,39.010,2.257,1.127e-15,2p,1,0
426,1,z:ilp,nat-oop,2244,3801,8.291,1.694,5.988e-16,prime,1,0
427,1,z:ilp,nat-oop,2154,4320,8.659,2.005,8.754e-16,prime,1,0
428,1,z:ilp,nat-oop,2276,6338,8.219,2.785,7.639e-16,prime,1,0
429,1,z:ilp,nat-oop,493,550,38.030,1.115,9.474e-16,chain3,1,0
430,1,z:ilp,nat-oop,2499,2115,7.526,0.846,6.135e-16,prime,1,0
431,1,z:ilp,nat-oop,2302,2607,8.194,1.132,9.457e-16,prime,1,0
432,1,z:ilp,nat-oop,351,502,53.913,1.431,6.325e-16,2p,1,0
433,1,z:ilp,nat-oop,2234,2602,8.488,1.165,7.578e-16,prime,1,0
434,1,z:ilp,nat-oop,2144,1615,8.867,0.753,7.278e-16,prime,1,0
435,1,z:ilp,nat-oop,2211,1791,8.622,0.810,6.779e-16,prime,1,0
436,1,z:ilp,nat-oop,2298,6777,8.320,2.950,1.129e-15,prime,1,0
437,1,z:ilp,nat-oop,725,2119,26.439,2.923,1.315e-15,2p,1,0
438,1,z:ilp,nat-oop,2216,4125,8.673,1.862,7.954e-16,prime,1,0
439,1,z:ilp,nat-oop,2302,2600,8.369,1.129,9.628e-16,prime,1,0
440,1,z:ilp,nat-oop,389,537,49.664,1.380,8.851e-16,chain3,1,0
441,1,z:ilp,nat-oop,423,564,45.793,1.333,6.923e-16,chain3,1,0
442,1,z:ilp,nat-oop,852,1169,22.782,1.371,1.744e-15,flat,1,0
443,1,z:ilp,nat-oop,2228,2639,8.738,1.184,9.592e-16,prime,1,0
444,1,z:ilp,nat-oop,2185,1845,8.936,0.844,9.554e-16,prime,1,0
445,1,z:ilp,nat-oop,2781,7606,7.039,2.735,7.435e-16,prime,1,0
446,1,z:ilp,nat-oop,2142,2617,9.163,1.222,8.598e-16,prime,1,0
447,1,z:ilp,nat-oop,2199,2637,8.947,1.199,1.001e-15,prime,1,0
448,1,z:ilp,nat-oop,532,442,37.093,0.831,3.112e-16,chain3,1,0
449,1,z:ilp,nat-oop,1520,2625,13.014,1.727,8.334e-16,prime,1,0
450,1,z:ilp,nat-oop,382,562,51.873,1.469,8.170e-16,chain3,1,0
451,1,z:ilp,nat-oop,2184,2741,9.102,1.255,9.360e-16,prime,1,0
452,1,z:ilp,nat-oop,2178,7366,9.150,3.381,1.280e-15,prime,1,0
453,1,z:ilp,nat-oop,2154,2638,9.279,1.225,1.078e-15,prime,1,0
454,1,z:ilp,nat-oop,2188,2640,9.159,1.207,1.208e-15,prime,1,0
455,1,z:ilp,nat-oop,480,576,41.835,1.200,8.634e-16,chain3,1,0
456,1,z:ilp,nat-oop,566,1073,35.606,1.896,9.844e-16,chain3,1,0
457,1,z:ilp,nat-oop,2145,2655,9.412,1.238,1.725e-15,prime,1,0
458,1,z:ilp,nat-oop,2328,2674,8.695,1.149,9.220e-16,prime,1,0
459,1,z:ilp,nat-oop,604,1205,33.594,1.994,1.159e-15,chain3,1,0
460,1,z:ilp,nat-oop,713,1263,28.519,1.771,1.878e-15,flat,1,0
461,1,z:ilp,nat-oop,2230,2627,9.146,1.178,1.073e-15,prime,1,0
462,1,z:ilp,nat-oop,727,605,28.107,0.831,7.759e-16,chain3,1,0
463,1,z:ilp,nat-oop,2174,2648,9.431,1.218,1.113e-15,prime,1,0
464,1,z:ilp,nat-oop,2210,1463,9.298,0.662,6.140e-16,prime,1,0
465,1,z:ilp,nat-oop,2174,2013,9.476,0.926,1.032e-15,prime,1,0
466,1,z:ilp,nat-oop,2231,2678,9.259,1.201,9.105e-16,prime,1,0
467,1,z:ilp,nat-oop,2271,2657,9.119,1.170,7.762e-16,prime,1,0
468,1,z:ilp,nat-oop,482,608,43.042,1.261,8.058e-16,chain3,1,0
469,1,z:ilp,nat-oop,2807,5299,7.413,1.888,7.554e-16,prime,1,0
470,1,z:ilp,nat-oop,2227,2594,9.365,1.164,1.090e-15,prime,1,0
471,1,z:ilp,nat-oop,2347,2681,8.908,1.142,1.127e-15,prime,1,0
472,1,z:ilp,nat-oop,2200,3355,9.530,1.525,9.889e-16,prime,1,0
473,1,z:ilp,nat-oop,2469,3036,8.510,1.229,6.874e-16,prime,1,0
474,1,z:ilp,nat-oop,2441,4918,8.630,2.015,6.916e-16,prime,1,0
475,1,z:ilp,nat-oop,586,1282,36.046,2.189,1.132e-15,2p,1,0
476,1,z:ilp,nat-oop,682,1104,31.045,1.619,1.354e-15,chain3,1,0
477,1,z:ilp,nat-oop,2145,4124,9.894,1.922,9.366e-16,prime,1,0
478,1,z:ilp,nat-oop,2184,2675,9.740,1.225,9.817e-16,prime,1,0
479,1,z:ilp,nat-oop,2167,2675,9.839,1.234,9.079e-16,prime,1,0
480,1,z:ilp,nat-oop,382,582,56.021,1.525,5.265e-16,2p,1,0
481,1,z:ilp,nat-oop,2178,2558,9.836,1.174,6.939e-16,prime,1,0
482,1,z:ilp,nat-oop,2199,2687,9.768,1.222,8.356e-16,prime,1,0
483,1,z:ilp,nat-oop,775,1571,27.800,2.028,1.744e-15,2p,1,0
484,1,z:ilp,nat-oop,569,653,37.936,1.148,8.127e-16,chain3,1,0
485,1,z:ilp,nat-oop,2282,2683,9.480,1.175,7.325e-16,prime,1,0
486,1,z:ilp,nat-oop,466,653,46.503,1.401,8.954e-16,chain3,1,0
487,1,z:ilp,nat-oop,2181,2690,9.968,1.233,8.479e-16,prime,1,0
488,1,z:ilp,nat-oop,2175,3660,10.017,1.682,7.232e-16,prime,1,0
489,1,z:ilp,nat-oop,2391,2689,9.136,1.125,1.008e-15,prime,1,0
490,1,z:ilp,nat-oop,429,701,51.034,1.635,4.797e-16,chain3,1,0
491,1,z:ilp,nat-oop,2182,2676,10.057,1.226,1.064e-15,prime,1,0
492,1,z:ilp,nat-oop,2178,2287,10.102,1.050,8.337e-16,prime,1,0
493,1,z:ilp,nat-oop,2208,2645,9.987,1.198,1.084e-15,prime,1,0
494,1,z:ilp,nat-oop,871,1383,25.376,1.588,2.036e-15,flat,1,0
495,1,z:ilp,nat-oop,616,664,35.952,1.078,9.527e-16,flat,1,0
496,1,z:ilp,nat-oop,2377,1650,9.343,0.694,6.561e-16,prime,1,0
497,1,z:ilp,nat-oop,2188,6019,10.174,2.751,7.905e-16,prime,1,0
498,1,z:ilp,nat-oop,2404,5353,9.279,2.226,8.608e-16,prime,1,0
499,1,z:ilp,nat-oop,2226,2673,10.047,1.201,9.506e-16,prime,1,0
500,1,z:ilp,nat-oop,426,628,52.678,1.477,5.417e-16,chain3,1,0
501,1,z:ilp,nat-oop,2195,2694,10.234,1.227,9.691e-16,prime,1,0
502,1,z:ilp,nat-oop,2382,2738,9.452,1.149,9.826e-16,prime,1,0
503,1,z:ilp,nat-oop,2200,2710,10.259,1.232,7.955e-16,prime,1,0
504,1,z:ilp,nat-oop,466,665,48.506,1.425,7.176e-16,chain3,1,0
505,1,z:ilp,nat-oop,2230,2668,10.170,1.197,1.028e-15,prime,1,0
506,1,z:ilp,nat-oop,967,1725,23.503,1.784,1.639e-15,flat,1,0
507,1,z:ilp,nat-oop,624,712,36.493,1.141,8.698e-16,chain3,1,0
508,1,z:ilp,nat-oop,2245,9142,10.171,4.073,1.091e-15,prime,1,0
509,1,z:ilp,nat-oop,2461,2708,9.298,1.100,8.552e-16,prime,1,0
510,1,z:ilp,nat-oop,669,1250,34.307,1.869,1.264e-15,chain3,1,0
511,1,z:ilp,nat-oop,2317,6472,9.919,2.793,9.491e-16,prime,1,0
512,1,z:ilp,nat-oop,304,291,75.706,0.957,3.080e-16,2p,1,0
513,1,z:ilp,nat-oop,646,1461,35.735,2.261,1.003e-15,2p,1,0
514,1,z:ilp,nat-oop,4805,4552,4.817,0.947,1.079e-15,prime,1,0
515,1,z:ilp,nat-oop,4810,4565,4.822,0.949,6.586e-16,prime,1,0
516,1,z:ilp,nat-oop,4866,2759,4.778,0.567,5.312e-16,prime,1,0
517,1,z:ilp,nat-oop,5034,3714,4.629,0.738,6.422e-16,prime,1,0
518,1,z:ilp,nat-oop,4902,2527,4.764,0.515,9.576e-16,prime,1,0
519,1,z:ilp,nat-oop,4891,4728,4.785,0.967,5.228e-16,prime,1,0
520,1,z:ilp,nat-oop,704,762,33.311,1.083,1.250e-15,chain3,1,0
521,1,z:ilp,nat-oop,2108,4610,11.155,2.187,1.497e-15,prime,1,0
522,1,z:ilp,nat-oop,4828,1958,4.880,0.405,8.697e-16,prime,1,0
523,1,z:ilp,nat-oop,5010,4566,4.714,0.911,7.115e-16,prime,1,0
524,1,z:ilp,nat-oop,4991,9773,4.742,1.958,6.639e-16,prime,1,0
525,1,z:ilp,nat-oop,566,716,41.934,1.266,6.428e-16,2p,1,0
526,1,z:ilp,nat-oop,6388,4578,3.721,0.717,9.385e-16,prime,1,0
527,1,z:ilp,nat-oop,4928,2957,4.834,0.600,1.131e-15,prime,1,0
528,1,z:ilp,nat-oop,528,727,45.191,1.375,7.220e-16,chain3,1,0
529,1,z:ilp,nat-oop,1061,2741,22.549,2.583,1.550e-15,2p,1,0
530,1,z:ilp,nat-oop,5417,3958,4.427,0.731,7.165e-16,prime,1,0
531,1,z:ilp,nat-oop,4827,5179,4.979,1.073,7.550e-16,prime,1,0
532,1,z:ilp,nat-oop,778,1428,30.962,1.835,1.082e-15,flat,1,0
533,1,z:ilp,nat-oop,4993,3288,4.834,0.658,9.212e-16,prime,1,0
534,1,z:ilp,nat-oop,4821,6433,5.018,1.334,5.751e-16,prime,1,0
535,1,z:ilp,nat-oop,4946,4578,4.901,0.926,9.017e-16,prime,1,0
536,1,z:ilp,nat-oop,4962,4482,4.896,0.903,6.774e-16,prime,1,0
537,1,z:ilp,nat-oop,4785,4607,5.089,0.963,7.431e-16,prime,1,0
538,1,z:ilp,nat-oop,5046,4621,4.836,0.916,9.585e-16,prime,1,0
539,1,z:ilp,nat-oop,685,719,35.684,1.049,1.049e-15,flat,1,0
540,1,z:ilp,nat-oop,506,752,48.467,1.488,7.583e-16,chain3,1,0
541,1,z:ilp,nat-oop,3819,4594,6.432,1.203,1.763e-15,prime,1,0
542,1,z:ilp,nat-oop,4866,4602,5.058,0.946,1.048e-15,prime,1,0
543,1,z:ilp,nat-oop,4844,4665,5.092,0.963,7.152e-16,prime,1,0
544,1,z:ilp,nat-oop,556,1347,44.454,2.422,1.198e-15,2p,1,0
545,1,z:ilp,nat-oop,5099,4613,4.858,0.905,7.726e-16,prime,1,0
546,1,z:ilp,nat-oop,758,803,32.748,1.059,1.122e-15,chain3,1,0
547,1,z:ilp,nat-oop,3050,4597,8.156,1.507,1.630e-15,prime,1,0
548,1,z:ilp,nat-oop,4942,10928,5.045,2.211,6.348e-16,prime,1,0
549,1,z:ilp,nat-oop,4883,5641,5.116,1.155,8.428e-16,prime,1,0
550,1,z:ilp,nat-oop,727,835,34.436,1.148,7.705e-16,flat,1,0
551,1,z:ilp,nat-oop,4929,3117,5.089,0.632,6.474e-16,prime,1,0
552,1,z:ilp,nat-oop,879,1722,28.585,1.958,1.391e-15,flat,1,0
553,1,z:ilp,nat-oop,4936,7694,5.104,1.559,7.825e-16,prime,1,0
554,1,z:ilp,nat-oop,4871,4639,5.183,0.952,9.913e-16,prime,1,0
555,1,z:ilp,nat-oop,4933,3002,5.128,0.608,8.740e-16,prime,1,0
556,1,z:ilp,nat-oop,5960,11110,4.254,1.864,7.919e-16,prime,1,0
557,1,z:ilp,nat-oop,4985,4622,5.096,0.927,8.227e-16,prime,1,0
558,1,z:ilp,nat-oop,5015,2185,5.077,0.436,9.133e-16,prime,1,0
559,1,z:ilp,nat-oop,4942,3651,5.162,0.739,1.117e-15,prime,1,0
560,1,z:ilp,nat-oop,525,651,48.664,1.240,4.585e-16,chain3,1,0
561,1,z:ilp,nat-oop,1067,1469,24.011,1.377,1.377e-15,flat,1,0
562,1,z:ilp,nat-oop,4809,4610,5.337,0.958,8.090e-16,prime,1,0
563,1,z:ilp,nat-oop,4854,4621,5.299,0.952,1.172e-15,prime,1,0
564,1,z:ilp,nat-oop,4915,3356,5.244,0.683,5.952e-16,prime,1,0
565,1,z:ilp,nat-oop,5081,4614,5.083,0.908,6.429e-16,prime,1,0
566,1,z:ilp,nat-oop,4785,4633,5.408,0.968,9.944e-16,prime,1,0
567,1,z:ilp,nat-oop,604,828,42.956,1.372,7.089e-16,2p,1,0
568,1,z:ilp,nat-oop,4815,5115,5.396,1.062,9.330e-16,prime,1,0
569,1,z:ilp,nat-oop,4861,4828,5.357,0.993,8.345e-16,prime,1,0
570,1,z:ilp,nat-oop,943,1496,27.660,1.586,1.182e-15,flat,1,0
571,1,z:ilp,nat-oop,2672,4607,9.785,1.724,1.405e-15,prime,1,0
572,1,z:ilp,nat-oop,848,859,30.882,1.013,1.056e-15,chain3,1,0
573,1,z:ilp,nat-oop,4927,4644,5.328,0.943,1.025e-15,prime,1,0
574,1,z:ilp,nat-oop,4843,3052,5.432,0.630,8.467e-16,prime,1,0
575,1,z:ilp,nat-oop,971,1864,27.135,1.919,1.634e-15,2p,1,0
576,1,z:ilp,nat-oop,487,708,54.243,1.454,5.679e-16,2p,1,0
577,1,z:ilp,nat-oop,2053,4870,12.887,2.372,1.188e-15,prime,1,0
578,1,z:ilp,nat-oop,1169,2054,22.675,1.757,1.695e-15,flat,1,0
579,1,z:ilp,nat-oop,4997,4760,5.317,0.953,6.982e-16,prime,1,0
580,1,z:ilp,nat-oop,5040,2124,5.282,0.421,5.822e-16,prime,1,0
581,1,z:ilp,nat-oop,4878,8729,5.468,1.789,7.590e-16,prime,1,0
582,1,z:ilp,nat-oop,4777,7771,5.595,1.627,7.648e-16,prime,1,0
583,1,z:ilp,nat-oop,5091,4954,5.261,0.973,7.937e-16,prime,1,0
584,1,z:ilp,nat-oop,4902,5466,5.474,1.115,6.925e-16,prime,1,0
585,1,z:ilp,nat-oop,1118,846,24.047,0.757,9.538e-16,chain3,1,0
586,1,z:ilp,nat-oop,5340,5130,5.045,0.961,9.869e-16,prime,1,0
587,1,z:ilp,nat-oop,4880,4805,5.532,0.985,1.036e-15,prime,1,0
588,1,z:ilp,nat-oop,617,822,43.826,1.332,5.412e-16,flat,1,0
589,1,z:ilp,nat-oop,4927,3485,5.501,0.707,5.849e-16,prime,1,0
590,1,z:ilp,nat-oop,5333,4906,5.092,0.920,8.566e-16,prime,1,0
591,1,z:ilp,nat-oop,4883,4781,5.572,0.979,8.296e-16,prime,1,0
592,1,z:ilp,nat-oop,4913,2376,5.549,0.484,6.467e-16,prime,1,0
593,1,z:ilp,nat-oop,4967,4833,5.499,0.973,8.695e-16,prime,1,0
594,1,z:ilp,nat-oop,1046,893,26.161,0.854,8.501e-16,chain3,1,0
595,1,z:ilp,nat-oop,973,1564,28.182,1.608,1.397e-15,chain3,1,0
596,1,z:ilp,nat-oop,4993,13035,5.502,2.611,8.357e-16,prime,1,0
597,1,z:ilp,nat-oop,5311,4837,5.183,0.911,9.538e-16,prime,1,0
598,1,z:ilp,nat-oop,1597,2083,17.268,1.304,1.688e-15,flat,1,0
599,1,z:ilp,nat-oop,4951,4849,5.582,0.980,8.628e-16,prime,1,0
600,1,z:ilp,nat-oop,712,814,38.904,1.144,5.940e-16,chain3,1,0
601,1,z:ilp,nat-oop,3790,4851,7.320,1.280,1.845e-15,prime,1,0
602,1,z:ilp,nat-oop,5023,3373,5.533,0.671,7.763e-16,prime,1,0
603,1,z:ilp,nat-oop,5003,6887,5.566,1.376,7.451e-16,prime,1,0
604,1,z:ilp,nat-oop,4972,5054,5.611,1.017,8.349e-16,prime,1,0
605,1,z:ilp,nat-oop,857,828,32.626,0.967,9.909e-16,flat,1,0
606,1,z:ilp,nat-oop,4987,8709,5.616,1.746,6.125e-16,prime,1,0
607,1,z:ilp,nat-oop,4943,4809,5.676,0.973,1.092e-15,prime,1,0
608,1,z:ilp,nat-oop,636,1602,44.188,2.518,9.405e-16,2p,1,0
609,1,z:ilp,nat-oop,4904,2529,5.744,0.516,9.839e-16,prime,1,0
610,1,z:ilp,nat-oop,4934,5329,5.719,1.080,8.161e-16,prime,1,0
611,1,z:ilp,nat-oop,4938,4444,5.726,0.900,7.446e-16,prime,1,0
612,1,z:ilp,nat-oop,960,1586,29.504,1.652,1.247e-15,chain3,1,0
613,1,z:ilp,nat-oop,2803,4837,10.126,1.726,1.622e-15,prime,1,0
614,1,z:ilp,nat-oop,4855,4856,5.857,1.000,9.436e-16,prime,1,0
615,1,z:ilp,nat-oop,4897,3847,5.818,0.786,8.099e-16,prime,1,0
616,1,z:ilp,nat-oop,753,867,37.891,1.151,5.545e-16,chain3,1,0
617,1,z:ilp,nat-oop,2596,4831,11.015,1.861,1.146e-15,prime,1,0
618,1,z:ilp,nat-oop,4893,8809,5.855,1.800,7.588e-16,prime,1,0
619,1,z:ilp,nat-oop,4945,4846,5.804,0.980,8.270e-16,prime,1,0
620,1,z:ilp,nat-oop,5009,2347,5.741,0.469,8.020e-16,prime,1,0
621,1,z:ilp,nat-oop,1075,2128,26.793,1.979,1.799e-15,2p,1,0
622,1,z:ilp,nat-oop,4951,4863,5.830,0.982,1.120e-15,prime,1,0
623,1,z:ilp,nat-oop,4964,10662,5.825,2.148,7.493e-16,prime,1,0
624,1,z:ilp,nat-oop,840,877,34.499,1.045,9.403e-16,chain3,1,0
625,1,z:ilp,nat-oop,893,876,32.486,0.981,5.176e-16,2p,1,0
626,1,z:ilp,nat-oop,5430,4840,5.355,0.891,9.898e-16,prime,1,0
627,1,z:ilp,nat-oop,1092,1748,26.675,1.600,1.069e-15,flat,1,0
628,1,z:ilp,nat-oop,5086,4843,5.739,0.952,8.944e-16,prime,1,0
629,1,z:ilp,nat-oop,5132,4216,5.697,0.822,1.092e-15,prime,1,0
630,1,z:ilp,nat-oop,1025,835,28.576,0.814,6.651e-16,chain3,1,0
631,1,z:ilp,nat-oop,3114,4815,9.424,1.546,2.258e-15,prime,1,0
632,1,z:ilp,nat-oop,4903,6433,5.996,1.312,8.321e-16,prime,1,0
633,1,z:ilp,nat-oop,5181,4873,5.685,0.941,6.746e-16,prime,1,0
634,1,z:ilp,nat-oop,4814,4856,6.130,1.009,7.937e-16,prime,1,0
635,1,z:ilp,nat-oop,5091,4847,5.807,0.952,8.140e-16,prime,1,0
636,1,z:ilp,nat-oop,5368,4440,5.517,0.827,5.949e-16,prime,1,0
637,1,z:ilp,nat-oop,935,869,31.730,0.929,1.220e-15,flat,1,0
638,1,z:ilp,nat-oop,5008,2586,5.935,0.516,6.047e-16,prime,1,0
639,1,z:ilp,nat-oop,5005,7876,5.950,1.574,7.764e-16,prime,1,0
640,1,z:ilp,nat-oop,561,820,53.146,1.461,5.373e-16,2p,1,0
641,1,z:ilp,nat-oop,1910,6262,15.646,3.279,7.488e-16,prime,1,0
642,1,z:ilp,nat-oop,5042,9601,5.938,1.904,6.558e-16,prime,1,0
643,1,z:ilp,nat-oop,5129,6246,5.847,1.218,1.086e-15,prime,1,0
644,1,z:ilp,nat-oop,1071,1994,28.050,1.862,1.596e-15,flat,1,0
645,1,z:ilp,nat-oop,5049,4230,5.962,0.838,9.809e-16,prime,1,0
646,1,z:ilp,nat-oop,1435,2424,21.018,1.690,1.408e-15,flat,1,0
