rel	sha256_lf
inplace/avx2/r17_t1_dit_fwd_log3.c	5d8a94674f115daf2fcb9ad89a48e43d08e6e27cf9aa850796d0215a2e68bb0e
inplace/avx2/r17_t1s_dif_bwd.c	082a6f4954bd86cd7e35483dc5baa2eb27fa4c9d013ff5e0c97e027228be586e
inplace/avx2/r17_t1s_dif_bwd_log3.c	25f6b203ccea21e5dc449f874407e1b591757da30e1e13030253168abd31254f
inplace/avx2/r17_t1s_dif_fwd.c	11c87570765260713aaab1695b368e2b2212107f7b74cdaa1be499e7e57415b4
inplace/avx2/r17_t1s_dif_fwd_log3.c	ef60756be7ed8756e8115429d6a95b1bc5e8857a0aebd7a70895b54c5583a19b
inplace/avx2/r17_t1s_dit_bwd.c	91264e869fbbf03e27c74a66603888c82b0e04712a1ac0e122e777264e1b8f6d
inplace/avx2/r17_t1s_dit_bwd_log3.c	1cd9b14fc44c2fb5cfef512281e67fbaa1d893ea7bbe6ae271a328900c0d47fd
inplace/avx2/r17_t1s_dit_fwd.c	556230aa74f414be043b1599af97c4a624d9bd134a43b03b7e377137d87f6880
inplace/avx2/r17_t1s_dit_fwd_log3.c	0fa45ae049e67354b05dae9831850ed0106381e6d30d1a806de851f47b46ec2c
inplace/avx2/r19_n1_bwd.c	b52a2bba1018390fbe2b446bf4f5c228769b48c36bcd9dd596efc73a9965a19b
inplace/avx2/r19_n1_fwd.c	880e0fcadd6c7b14c8625b0cbe54ecc9fca7cbc9c8bbd3f11067a9302ca4638f
inplace/avx2/r19_t1_dif_bwd.c	ce53ac930809ae0b2610e175339565bb762d12687219aafb5b871f3188bdb521
inplace/avx2/r19_t1_dif_bwd_log3.c	c739d414d82c2ede11cd74cb4b8815e7f379260940de04f69a2fd7a2c2f8f8e4
inplace/avx2/r19_t1_dif_fwd.c	61b795ebebb07b4405abc68a8a99d01e76f7015db705f8f8d93f9be5c65a2be7
inplace/avx2/r19_t1_dif_fwd_log3.c	918700d59838d64da5346b4df48fb7a2a7553adf89a0455e774aa02bba26d1d1
inplace/avx2/r19_t1_dit_bwd.c	0bb8ae390870ab91a92b8a4d4641138b9fd136ab127f0826efb533541d84922a
inplace/avx2/r19_t1_dit_bwd_log3.c	3f7841fba76d360376193a36c27f62224e8a6cfc85001f5f51f784ff36b3fef0
inplace/avx2/r19_t1_dit_fwd.c	fe151da8d0ae5af5f62786245d65da31897d7754a3a2867f5807de8e1a802503
inplace/avx2/r19_t1_dit_fwd_log3.c	2864b87cdbf07930f9e6797a1af7e7ce97330d2aeb818bf767296c55e4807ed5
inplace/avx2/r19_t1s_dif_bwd.c	f3df4ab5a08c83830762efadcde9e7545e600773cc78e341d91e8ecf80b68cd4
inplace/avx2/r19_t1s_dif_bwd_log3.c	220dfcbe146a829c1cbb5b701f440867985bc603a694635dfabe553d2f8b36df
inplace/avx2/r19_t1s_dif_fwd.c	e6200e76a711f47711d3dc2aea468e82cbafb2b02e15298e4632805b3c4d6e1a
inplace/avx2/r19_t1s_dif_fwd_log3.c	37f601d62cfb7ea7647b12665fa0926ac5cd8042f58cc3032fcd4b58ea6c6006
inplace/avx2/r19_t1s_dit_bwd.c	9fe1379d36afdd5bf4e9a807dc5a6ead7ac3ed1fb583e7c973a3b84c6f990c98
inplace/avx2/r19_t1s_dit_bwd_log3.c	c2babee670f23fd79368d3b5af766ca2655a05cf8e2f31ad47c48eeccd986f0e
inplace/avx2/r19_t1s_dit_fwd.c	32e6775a15f96404c47a917dc58c4f6d33de1068899e947fef088f3a7a858ce8
inplace/avx2/r19_t1s_dit_fwd_log3.c	981dc6c827e777db12aa33f01df834d6ab35900a9b52df5ded16388e23a58d54
inplace/avx2/r20_n1_bwd.c	f1ca512131d8d9e86f44cb5676a9880881216e54be19c5b5297cf03b38b7e06d
inplace/avx2/r20_n1_fwd.c	1598320b56ca0c7d35715b95cdffa0110f15923bd67ca5a33b60c3555b3e8f38
inplace/avx2/r20_t1_dif_bwd.c	ea8bba428a52392ad975333e2f88ae880a48e76983860bfe072c4d7f66f5e91b
inplace/avx2/r20_t1_dif_bwd_log3.c	83f7d1f7836b7f12d987146ef2e62d4cd841b19338fd2914b597b2bf3ca6785d
inplace/avx2/r20_t1_dif_fwd.c	59822cf7216b680e767e0507c27800517ae9e3355915c3e9071713dfbe52528b
inplace/avx2/r20_t1_dif_fwd_log3.c	dc28f2ae81748b77bd044b95fe58c7e86fac5f19e7e23d00f487e6e5415fd2bc
inplace/avx2/r20_t1_dit_bwd.c	671a4f442596e11da6f8c0c7ce5f310e3475ccf46eb8ad5eeb7b39e56b0ecbdf
inplace/avx2/r20_t1_dit_bwd_log3.c	bea8f4bfc71df6546abfa2e38ca69f19827440b55e1e454e27ed654f52412ff7
inplace/avx2/r20_t1_dit_fwd.c	7ac9c8bf44b4b58b0bb4739cf69690ffee66ff91682895e39f2d28563584a8fb
inplace/avx2/r20_t1_dit_fwd_log3.c	325b5e80aa6a6b7464fed73c8a8b2eeef444212bdb12d3546498c4e7c970e07b
inplace/avx2/r20_t1s_dif_bwd.c	dc1c78c7b7fb48e668eb417c80da0c179e350a7e9a4667406d593df94c5ef274
inplace/avx2/r20_t1s_dif_bwd_log3.c	d0c725935ef2524bffef7c0fd095e1d387c02aec310d61aae51a81e36fd9140b
inplace/avx2/r20_t1s_dif_fwd.c	de7c02ccf570f4a1d0e9aee9f1c255bda52d16ca952bd19c56132e338e6653e3
inplace/avx2/r20_t1s_dif_fwd_log3.c	bbe08aa8eeab1f31e2b778f3d291ef671c6cd10229697d0a27d6148bec3fa6c4
inplace/avx2/r20_t1s_dit_bwd.c	30e64e91c44d319c7a8b35ea7f490ec4081be0e045d2ebea52e7080d18f81482
inplace/avx2/r20_t1s_dit_bwd_log3.c	5e0346a245ebfc89bec37ff607890c47b5f230b544d11794193a82e36445527e
inplace/avx2/r20_t1s_dit_fwd.c	7d43d637a5b551b0a16367b2c0162ed933e8a94daba079ec8ab28ba12b14d179
inplace/avx2/r20_t1s_dit_fwd_log3.c	178ef42eef8c7ff6d3750840e652b85043cae08af166f43a7d948d55fa88c490
inplace/avx2/r25_n1_bwd.c	b8832584c2d87d54b74a8abe9c7918253ff4d6460569832f978bfbbb875ec05b
inplace/avx2/r25_n1_fwd.c	86886aac8d89238de44a6ce4a48de3184f88d8048dd5e25433cd9fa38b651566
inplace/avx2/r25_t1_dif_bwd.c	a14abf82b62cece93d0cef8e1dad9337d7d7b583de77ddf78077e6aad05002ae
inplace/avx2/r25_t1_dif_bwd_log3.c	39171f3fe2864326d7318e4174a6454db39fa68894abc962072925ff29ad5dc5
inplace/avx2/r25_t1_dif_fwd.c	6f56ee12187627effdd7b7f1b093a3bba5c72c6ea9b3b04a5ca80163c0007f00
inplace/avx2/r25_t1_dif_fwd_log3.c	cb65676dfee982e9c7273892b501134a1582f58342aa4188029f96261c479ad0
inplace/avx2/r25_t1_dit_bwd.c	6b579ec0e97c857404c93ebfd941f49973a1b0adbf093ccaa9ba4dc4f3d56889
inplace/avx2/r25_t1_dit_bwd_log3.c	02e1c546111788916de3551001e7723568839d0301a995ca3f629ef5e9ba1ea6
inplace/avx2/r25_t1_dit_fwd.c	e2ca84442f25ab3557ef5a223fd29def7895195ce91a1b7b7c58ee747ac755e0
inplace/avx2/r25_t1_dit_fwd_log3.c	4c26b7a58d5038767ed85891b0fbe56df9a986679417a26a95e30e36e6efe04d
inplace/avx2/r25_t1s_dif_bwd.c	f6a9b54747f5c33d08ed585f8732bd84fae7f4d08cb7e751ee07bfd45deb0add
inplace/avx2/r25_t1s_dif_bwd_log3.c	db784bff26090bba3f5355315da19cd717a4f2c1cd6ed38d00999f2a9f58d4cc
inplace/avx2/r25_t1s_dif_fwd.c	c666c6e2422d32006bf782e28540c3ddba69dac84bcb471db0448c6819e70d0b
inplace/avx2/r25_t1s_dif_fwd_log3.c	bac87ed3fa06ab4d9d5cee458b84bea21fcb5169f6b60a8f0ae1c40ecf137d42
inplace/avx2/r25_t1s_dit_bwd.c	9b5f9ab8fa6341709dff5aff64a02341f5fc3711921bf95dabc3314856760b32
inplace/avx2/r25_t1s_dit_bwd_log3.c	8694c09e58be58db7572bd796ea5b972bac3707466cdfc16aa9d081a8fea3324
inplace/avx2/r25_t1s_dit_fwd.c	f20473d4e0c8f5ab86f83f18387ac007700537679fae6e61736a3e4bb9d50427
inplace/avx2/r25_t1s_dit_fwd_log3.c	538c3433642aa39818a23578f83d1a0be08b0b00c343b89c97315f6290146ba8
inplace/avx2/r2_n1_bwd.c	909cb9f2a0528153e974f7e644126da9e634a6c6e8a1a79956871c4cf1cd79e4
inplace/avx2/r2_n1_fwd.c	c85dfdfafce468aa0d8deee977568510fb3f4730dd84bdb04d5dbd7b245fbc7a
inplace/avx2/r2_t1_dif_bwd.c	77b4fa44adb258c5c70043e200fcdd525c0bb1fd158ced248562f6c09ba78605
inplace/avx2/r2_t1_dif_bwd_log3.c	badd2c221dd88c7eb505a4404089785e3f0cbb9be0de6d76f4df8e2deeae48a8
inplace/avx2/r2_t1_dif_fwd.c	55af5420a5b2f464a92b35118a6b07ca659fade10e9a4b50dbdd3c20a6e15cb4
inplace/avx2/r2_t1_dif_fwd_log3.c	c5ff17ffda2b3e2cb4777d12c82e61354101fd18195cc1e45293f761f84bd8cd
inplace/avx2/r2_t1_dit_bwd.c	eaa6b430e386fa02cc8bad6584fbda1707d5e5db25c950423870daf0811612cb
inplace/avx2/r2_t1_dit_bwd_log3.c	eabb53010ed250a6c60a9be131da2b3cddfd474453fdb63f35e8a09102de7cfb
inplace/avx2/r2_t1_dit_fwd.c	60b8e2fbe519b79a57db80ecdbc30ce78ddc00e44726502cafe7d8902ed5c3b5
inplace/avx2/r2_t1_dit_fwd_log3.c	2327acce50891ebfd81a7ac425976ad788b0565f043de1586f0e31ce80f02a66
inplace/avx2/r2_t1s_dif_bwd.c	424bf81655582ce9c9663e52cea929148f4e7d69a4c21a9aa9cbb7e65e07c457
inplace/avx2/r2_t1s_dif_bwd_log3.c	7166184af7d71371938721ca672bfce7faed8cfb585c95baa6851dd6f61959e3
inplace/avx2/r2_t1s_dif_fwd.c	719fcff6e4937316e6b858662f35765e4fa64db1be0762ace6ff6b3254e8407d
inplace/avx2/r2_t1s_dif_fwd_log3.c	c55fc7684e7621f6503f8236f514f646e40302dba9243d2e5d3c31fa64e01453
inplace/avx2/r2_t1s_dit_bwd.c	d313de8e24d2887ec9a24f1f63baf1a013d059173bd02821a1ca98e8d810e978
inplace/avx2/r2_t1s_dit_bwd_log3.c	beaa69b6895f9a82c1ef24eea51e181ec91730a425089a5632bf9d5e5449af53
inplace/avx2/r2_t1s_dit_fwd.c	0e6e4a7019ee717aa1d44e7e7b8ef0ae19719a3c371c421345ea4c56f99ec066
inplace/avx2/r2_t1s_dit_fwd_log3.c	5be4fdf145a6dd59a8baa55cfc8068088ceaf65d3b75d5d25e326b3b4120119e
inplace/avx2/r32_n1_bwd.c	234856de1dd00946192005343995a80872ce5c49f94253a723f0e04e980a7323
inplace/avx2/r32_n1_fwd.c	c16ed55e9031d8b3754e620fc5a35b54c9d58368fa615deb74ad38b57df5c785
inplace/avx2/r32_t1_dif_bwd.c	83e2c8bffafca431e322927f6c6bd4d2b3a454b08266f949a21948a24b382087
inplace/avx2/r32_t1_dif_bwd_log3.c	7ab515744bcfdc3128b54079689c39168b3fdde9d67b3d3e15ae6a6fa14989cf
inplace/avx2/r32_t1_dif_fwd.c	c6983fc166e3e700f11730674c004332d60fe3f7e4acd90e2378c534ce69e001
inplace/avx2/r32_t1_dif_fwd_log3.c	f96fcdbdde415869429f1ddafce5326e1ac51d7d143ffc284420d739ff7b8326
inplace/avx2/r32_t1_dit_bwd.c	d07605f6517c542bb65a577ae3929fa452d7306526e05561ef40762383cde8bb
inplace/avx2/r32_t1_dit_bwd_log3.c	a8f2f3e384a4c0a12bddc29b74a3d1bfa67702445b6be39f4b83abe482a82b98
inplace/avx2/r32_t1_dit_fwd.c	07c32177fa987d5e06c95b93fdc2f206eeeb442d9b83cd3bc345e6b30981525a
inplace/avx2/r32_t1_dit_fwd_log3.c	015d7be0e40530f30aafbfb66334506b4e5eb75bac91039f9ae0f6efbe9ad713
inplace/avx2/r32_t1s_dif_bwd.c	af9678587063afa543eda757d6ee01d7c360a265b10fdbd406c2d1be2a911e96
inplace/avx2/r32_t1s_dif_bwd_log3.c	c1011a6f55f73448b4049c436ec362f94b1257e43fe788ac9a1c2acc24ddcdf9
inplace/avx2/r32_t1s_dif_fwd.c	001f3dd2195927da84dcffc0c10a16a03777297da05faa480cb75f593ce7bad4
inplace/avx2/r32_t1s_dif_fwd_log3.c	8e43554e2de1c40df486dd01c96bc74f7af409c86092eda7e550517b006dadd7
inplace/avx2/r32_t1s_dit_bwd.c	dac8388bece73b3604816de74c830a61240b44f2da9d1aa6ed8379aea30ec37e
inplace/avx2/r32_t1s_dit_bwd_log3.c	1b643e23d5904c2927970bf4d300be79487bd91cc8399cc8970e96c328b845a0
inplace/avx2/r32_t1s_dit_fwd.c	8db731e6d937845b9fb15109e499fb5433da17a6816655ce35ad0edd14661a4f
inplace/avx2/r32_t1s_dit_fwd_log3.c	a0d818646b029e6c48e08a90edf0ea5d736eb61b372705ea80e96d97b3b9d136
inplace/avx2/r3_n1_bwd.c	a9d6a7e9c00b62ca373ca7dc7618288264521090b8727a4221c5de1131c6444f
inplace/avx2/r3_n1_fwd.c	0d773d62cca87a540322f00653f8ddae21480359214afaf76621287e92d03f1e
inplace/avx2/r3_t1_dif_bwd.c	e0d6bd649543929eae9bbbba9d13ed4e92037a6252a1bf8358f084fd0da7a0dd
inplace/avx2/r3_t1_dif_bwd_log3.c	02eb75a569cf5f41466efdc64eeb97fdc5f1ce579d48ce6f9b67eda8d2c19af5
inplace/avx2/r3_t1_dif_fwd.c	6133c1254df445b42c4d1827eec51b700503eb746ab3476fca1a3d0fdc593847
inplace/avx2/r3_t1_dif_fwd_log3.c	a7e7e4fd24dfb3065bab82a6293166a37c8afd28e6359364e69e127745d2ec76
inplace/avx2/r3_t1_dit_bwd.c	6b6a4b86ea0592985b6dd1187c8eed9f14fd4b04066eabc6e03249ce550c0989
inplace/avx2/r3_t1_dit_bwd_log3.c	a6973d9145eb4f4a707c008984d4f33e999780a1f30ce49463e8e9b02f2fb459
inplace/avx2/r3_t1_dit_fwd.c	5491091d2711e1c795b1ffdb07d67ebc6362709a929226aae0c8204ac11c4d75
inplace/avx2/r3_t1_dit_fwd_log3.c	0d70114324a486863f43fbfc176203d3c944e88c01f1584246c9ced39fbea0d5
inplace/avx2/r3_t1s_dif_bwd.c	fb320eef5f4793ba17660157e286d7ba5bf916c06d0676d75a63d84b00d70f15
inplace/avx2/r3_t1s_dif_bwd_log3.c	c7ccce13375d35a313d734d4dedca3900716d0ee727031978d8c69362e38fc4b
inplace/avx2/r3_t1s_dif_fwd.c	0bbf8979d8148579ddec19537330f3aeb6d0ad3fbf5f1cff92886fffad7e4547
inplace/avx2/r3_t1s_dif_fwd_log3.c	8c807680db5020978d8fc35070dc15c45b9705a7fdc55c228d977f76b0cf5c97
inplace/avx2/r3_t1s_dit_bwd.c	eee312929275a219b00d2524d0e9f9a86080794cc026ee79ee2838fef588c11f
inplace/avx2/r3_t1s_dit_bwd_log3.c	dab4277f2eff3629eb0719f4acbcd857901f2c7a7e014d9ebbaca7b1446d7039
inplace/avx2/r3_t1s_dit_fwd.c	ed9bcc4eb03766582c8a097bd41ed8d43cf5cd995620b1b195b407c874ec9aa8
inplace/avx2/r3_t1s_dit_fwd_log3.c	be8825851672a8248f79118d0137ea2b19db1654e581d010afc7548e3dc5f6e9
inplace/avx2/r4_n1_bwd.c	79daf4aa55e392a094f5bc4960511e3ed3ce4ba3208806eef27e8eee6f7da4a8
inplace/avx2/r4_n1_fwd.c	73ca347d37b3092c877b375bd7d9ed912bb5ad8a5aba620701fd0b43547130e2
inplace/avx2/r4_t1_dif_bwd.c	635f3c2a634f830597699a530005c9cd7b6e0016eab469972045ecd5df7a836c
inplace/avx2/r4_t1_dif_bwd_log3.c	7fda76a7007799c3322397bebe9050d7447e5ecf3fa1a33f8ebadb029a52ce10
inplace/avx2/r4_t1_dif_fwd.c	b14a5db63b1a198fc890ff7f776033832acbeb4efa7df35ddf74b640f08cf94b
inplace/avx2/r4_t1_dif_fwd_log3.c	cccc260ff48fce60511f45ce092df3c29bc5e816ac21314d47307e6b9469a30c
inplace/avx2/r4_t1_dit_bwd.c	b0af14e3aefa120e29c6d12c4c567e4a468fc97dbe4b26c6f102b3d374e3db7f
inplace/avx2/r4_t1_dit_bwd_log3.c	22ec69385a9b244d9a3242f16f42a6450de5f2e1100f47a76fc6e625b064d37b
inplace/avx2/r4_t1_dit_fwd.c	5fbb31408988e96341a73154cb12c243b600b3a48b8c5cb6ddde8490e8fd814b
inplace/avx2/r4_t1_dit_fwd_log3.c	28943fe83ea19532d8bc38ef8a6e06018d639aa1bffcc3ce0faaf1d6c6073c2f
inplace/avx2/r4_t1s_dif_bwd.c	b68d5c81c1894a69fe7e9d1314558e8c6d202b59ed581513398b4ac9418814f1
inplace/avx2/r4_t1s_dif_bwd_log3.c	ed7cc5163cbbfbb58db83b9b296ebce45e4de117d20fb5e4052e77eaf9df9366
inplace/avx2/r4_t1s_dif_fwd.c	691bff3b41df5245925c006f4951120a34b53e69d2d9c5a5152512fb805aacc0
inplace/avx2/r4_t1s_dif_fwd_log3.c	039a50e2cf3589d22660e026b054c9e49e654fc915fe22a5690f17a90287f2c5
inplace/avx2/r4_t1s_dit_bwd.c	fcd8fa177e26438e7d9acab78dfbb806f5ee4a75ff3fcd0a48369a8e965b8b59
inplace/avx2/r4_t1s_dit_bwd_log3.c	3f875fb83a9dfea591f557f9b91effc9d942bbdbfbd2cbd175678ae0dda81888
inplace/avx2/r4_t1s_dit_fwd.c	315edf1f69de4120cf31a910a5a0667bb0c534b1a10521404fc2d1f50b0747a5
inplace/avx2/r4_t1s_dit_fwd_log3.c	30f1b2b8a83c798f457c4a6e0687de5e9075cc2f48ecbda5923cc3c3986ab8a0
inplace/avx2/r5_n1_bwd.c	a7e983ecf2d7b26e06650c0e12b49644d5e9ea90fef2e3c855ac112bddab184e
inplace/avx2/r5_n1_fwd.c	dbfbc76b695ad899c909a8a702e05f6186509421db10380ad1efbe3c9c3f3cd3
inplace/avx2/r5_t1_dif_bwd.c	2fb3f7e41d36ee729daf433ac1979ca0134b6ab57a289fc3205d0b37c8584795
inplace/avx2/r5_t1_dif_bwd_log3.c	4856b132afd0449cc3e29bfbb9939893abbc18255b998ff8acf127cebd6bf552
inplace/avx2/r5_t1_dif_fwd.c	9bc8cb7a57b180c860b498e1a5a1819b41d51c458368ae92781c3285224fe11c
inplace/avx2/r5_t1_dif_fwd_log3.c	cdf31e491fe2a7f001d6b63b7862e50e9534c7343c5087c2184ccd09716d26c9
inplace/avx2/r5_t1_dit_bwd.c	b5986386652427c926a4b0f04e3fc415d9a86bfad693b15b33f3973c006f28ce
inplace/avx2/r5_t1_dit_bwd_log3.c	9940a173cbbb362dd6e24f563c8e9db869e0274ba40581f3562f8366e2764dcf
inplace/avx2/r5_t1_dit_fwd.c	3ad5b7bad55763f67cc9f641731316d125c6cc3698533358c84137057e712a7e
inplace/avx2/r5_t1_dit_fwd_log3.c	4359674507ccac360c880f29fa094a6e84747dfc780a1f5067285fa1d9d314c9
inplace/avx2/r5_t1s_dif_bwd.c	85b05554554852735323cbc96351b1fb219c87b45804641f8e94791d5c4e7557
inplace/avx2/r5_t1s_dif_bwd_log3.c	92cb0e7b54dce30341470be680c10703da0fe6ca70d796b124c75c200b7bbc3a
inplace/avx2/r5_t1s_dif_fwd.c	075c08dd006f38ae2efacdfc94cedec72d77a74ee72e5f6daf459ecd1147cc50
inplace/avx2/r5_t1s_dif_fwd_log3.c	d5c86d4885792f76da8bffffd3b091a14d2b52bb6556d800fabc466b42fe326a
inplace/avx2/r5_t1s_dit_bwd.c	f1acc41ff3d108c2878d500677cc9007cff62dd012bae9b3590402864bcea52a
inplace/avx2/r5_t1s_dit_bwd_log3.c	1bcbbcd980d307099b119b562e4e7d3cd45b08dfcbb01295ac8803696c6cd74b
inplace/avx2/r5_t1s_dit_fwd.c	d8433f3912ef8048f7012ab67125a26bcd6566427468f7808699f951ae702d53
inplace/avx2/r5_t1s_dit_fwd_log3.c	1250ddb00cb6a7851c4189e5cff20a05d26f026d6ac1c7ea1b4f903368711c28
inplace/avx2/r64_n1_bwd.c	23080fcc515fb72ed957e1b113e9a4bc206aad29ec99425c7e9bdabcb3a65c22
inplace/avx2/r64_n1_fwd.c	4abf61ce309cd3786695750db025344f249667f1e651d0e29db7ca4c60c6a58a
inplace/avx2/r64_t1_dif_bwd.c	22635a7193578970d8c83aded3fd4ad3e9bc20bf2aae6e609626c5d6086bd064
inplace/avx2/r64_t1_dif_bwd_log3.c	cfd30d35610b2a7feb0fe6e63a292cfe17d1c65a799a897a9c97fdd906063f66
inplace/avx2/r64_t1_dif_fwd.c	0e15680bebe37357a16cf037961b12d2689c03ed5a3f22306738367d5a0a0919
inplace/avx2/r64_t1_dif_fwd_log3.c	a5c65ab815bc22390d60c0d150bc0e8d2925914dfa5ab3a23e768fddf14e7e2a
inplace/avx2/r64_t1_dit_bwd.c	26fa1096585bc1c3d7efa9ea46c1640218137f91ddc560309aac692fafb784dd
inplace/avx2/r64_t1_dit_bwd_log3.c	9921a9e842df923f32a939692939e5090b9be9a21a835c31798c50e65eccbcb6
inplace/avx2/r64_t1_dit_fwd.c	adb3b43298aeccb7b63cfcd4a42e28efbf7078374680fccd76686f4339705f5f
inplace/avx2/r64_t1_dit_fwd_log3.c	cdc02eecec15b8ed3d62f17e46555cb4eebe9d7b5fea51f27884a878584b3dbc
inplace/avx2/r64_t1s_dif_bwd.c	2e7c42858f9613ec2936d61ddb70d1eaa42a24397afde735659ebcbc1bb70b66
inplace/avx2/r64_t1s_dif_bwd_log3.c	75cfba90d509bd09f54f2c4647926e844f371d88160149063ccb95c30e0877df
inplace/avx2/r64_t1s_dif_fwd.c	13b4af58c5336ff6c0289c2d4a96c8f4c88bdad599cec563f526667478c4da96
inplace/avx2/r64_t1s_dif_fwd_log3.c	f3400452cba75207db276b65e2a0d0e93d67e300275854873dc5c7354c145c56
inplace/avx2/r64_t1s_dit_bwd.c	973ec3638c4863db3c61118b416706f2c9f75329ee27cb2f62021e44831b04b3
inplace/avx2/r64_t1s_dit_bwd_log3.c	4877e2f6994b76df80c6b3c3a6dcaceb1797055bf2b78e6a108319985589e1f7
inplace/avx2/r64_t1s_dit_fwd.c	764757adfb9d7e1488e4c30123a6dcba0958caa77c3d8387de18f24804d84860
inplace/avx2/r64_t1s_dit_fwd_log3.c	f64450020c69e67509a1984e82eb2368b490fe6df6b19a58883402cff4c36e7b
inplace/avx2/r6_n1_bwd.c	7318c2b9e0df5c2ced09ca6713c0e0d1714bb307f2be0b74499626482165a768
inplace/avx2/r6_n1_fwd.c	367b59314c08a686a3532b7fb04649959fc77804e47612576dd5709fe7f1ae2d
inplace/avx2/r6_t1_dif_bwd.c	1b35c68d12b011739906d9e09354e0a1ca3c59a3967f03c3f3fc73e4620f942a
inplace/avx2/r6_t1_dif_bwd_log3.c	f1ba8800dca634506baaae5ee1e54900829e7d1cb00ca2758e1424731f7928f5
inplace/avx2/r6_t1_dif_fwd.c	e61c9e0ac13c79a372e2ff4b62e2a5a96b80b3ddc8cf61ab463860a7d62ccf32
inplace/avx2/r6_t1_dif_fwd_log3.c	7368cc24302fa734e4f588a70eae731763a1f5e65a770038dd1234d623d986d4
inplace/avx2/r6_t1_dit_bwd.c	a2e40398ac8ba8273475a93d835136c608f5a571b0445c1e50e88a6063d3d5d1
inplace/avx2/r6_t1_dit_bwd_log3.c	43e4dd7eeb7784472dd32544abc58e02ca479f08965ad0ecaf4446537f6326db
inplace/avx2/r6_t1_dit_fwd.c	aec4a3fc47fbabeca2696851024f1fa86c2dcc66d62a9d877e5a397dd92775c6
inplace/avx2/r6_t1_dit_fwd_log3.c	5467f934e37d98169d2eadb048599ff7edd53fac805907a29dd0c6b08ab5fb07
inplace/avx2/r6_t1s_dif_bwd.c	b79e0baddd43eb20d9ee596d661d5bab6d92b12867bdeef96371721d7e361004
inplace/avx2/r6_t1s_dif_bwd_log3.c	1ebc7bd3924e3cba8eb20085a2b575c1c757685198dc63ba2a9640d1d9d42ab6
inplace/avx2/r6_t1s_dif_fwd.c	1df17b3140faf67d5667a7a0fc499413ec17cd4da4f3d1c7d6b3248b4b29376b
inplace/avx2/r6_t1s_dif_fwd_log3.c	3dd5d1416163a6261111d36c0fd0ef4fc72d18a204f398e4396b1919c7721699
inplace/avx2/r6_t1s_dit_bwd.c	76b643c317d843ee97322647e093b5e564f5f15c39e492899f6f9ca70210e60b
inplace/avx2/r6_t1s_dit_bwd_log3.c	3dc4f6a8f05836c5e8d3d7cdc062b7783a5a9640cd2a35e5bbd3b79d71756831
inplace/avx2/r6_t1s_dit_fwd.c	8d0244f70fa7e4cc4d2ed8e9a288d7e3959f2c017abcc1b9cca07e3b6be0687d
inplace/avx2/r6_t1s_dit_fwd_log3.c	3e764b7f7e7bbd5dc055c179636e701dfdce1347c88c454af6ebc6b8b0934b6f
inplace/avx2/r7_n1_bwd.c	3f615253cfc7b780d69a425ac5722c282fed02078a22ba9a75d3399f8254b811
inplace/avx2/r7_n1_fwd.c	126b1ef35f2ffced75a1a26b96050247babe76b57ca5da789213c1c1a51e3cfe
inplace/avx2/r7_t1_dif_bwd.c	960ed1e3c7e3101f4682527bad1fbab92afee7bb1686164cfb5191066dfc7a3d
inplace/avx2/r7_t1_dif_bwd_log3.c	5b56c37920fd8f118835af23ce9b1f63df2adf0c7d76ddd63de245ebddca7220
inplace/avx2/r7_t1_dif_fwd.c	a117626a00bd484ecb5906806b2eb549297c64ef233cddda0acbcb7d2591e8dc
inplace/avx2/r7_t1_dif_fwd_log3.c	7c7f9345184942c4563750653c1d23fc9c1efbdf548c7ab294d5a3d7b5de7808
inplace/avx2/r7_t1_dit_bwd.c	b434d875d5ccefb48c6f49bf4c2a7da426f5a86f9bc0002a5a4efe21cefa1001
inplace/avx2/r7_t1_dit_bwd_log3.c	df88d1ab4c3395344ca76c6c6cfd90bde761f54b11d561777cb4cb8a565460c3
inplace/avx2/r7_t1_dit_fwd.c	6bd43fea5b75b8a9687ea6436e91cf23296f315b1bd27f6ef7f3f2d82dc89648
inplace/avx2/r7_t1_dit_fwd_log3.c	602c4be20764f2da89463edfbfecd71fa183e1eadb0c8af0fe0ce9a0e32e673d
inplace/avx2/r7_t1s_dif_bwd.c	a03aac7133b97a040afbec867b2197be315a0b66658a7b95c554d6993e2d2027
inplace/avx2/r7_t1s_dif_bwd_log3.c	b8ce66fb280db9a4b2b5d529142be0a6358edf834093e841eb23cc82ed1e9c1d
inplace/avx2/r7_t1s_dif_fwd.c	1d611eb4cb422f3f1058d1dd4976b36869593faa6b7736ce7f5d3ce2eeddbede
inplace/avx2/r7_t1s_dif_fwd_log3.c	ff21ed28dc4fe7fa443c8c5159f16e432261c73a83f439aaf739bd99a8e8136c
inplace/avx2/r7_t1s_dit_bwd.c	7526aa9254cfc83f2bdb0bd527d5d6b1be49c21aa9fb8ddf398d9b25ad1d4cfe
inplace/avx2/r7_t1s_dit_bwd_log3.c	169e8b59fcb4d38b8fd44415e7c1521e7b400fcd4c49a1307981dd6c06fa61ec
inplace/avx2/r7_t1s_dit_fwd.c	def9a30e13954b7b22a03122165440c79a65785cc2458f01a4396fb46fdd9313
inplace/avx2/r7_t1s_dit_fwd_log3.c	6b8be2eb4a79308458bc26af4d7fca3ab8ee94d9b3677f7f4e00665fcabe904a
