library,N,l2_error,max_error,rt_error
MKL,1035,4.046e-16,4.708e-16,1.184e-15
VectorFFT,1036,4.348e-16,5.941e-16,1.293e-15
MKL,1036,2.447e-16,4.249e-16,8.793e-16
VectorFFT,1037,3.124e-16,3.607e-16,1.053e-15
MKL,1037,3.001e-16,3.554e-16,8.852e-16
VectorFFT,1038,3.232e-16,3.393e-16,9.956e-16
MKL,1038,4.527e-16,5.591e-16,1.604e-15
VectorFFT,1039,3.320e-16,2.687e-16,1.021e-15
MKL,1039,4.576e-16,3.462e-16,1.257e-15
VectorFFT,1040,3.801e-16,4.603e-16,1.021e-15
MKL,1040,2.520e-16,3.568e-16,8.582e-16
VectorFFT,1041,3.138e-16,3.193e-16,1.005e-15
MKL,1041,4.646e-16,4.428e-16,1.542e-15
VectorFFT,1042,3.145e-16,2.422e-16,8.850e-16
MKL,1042,4.439e-16,3.662e-16,1.394e-15
VectorFFT,1043,3.235e-16,2.960e-16,9.590e-16
MKL,1043,4.370e-16,4.232e-16,1.192e-15
VectorFFT,1044,4.185e-16,4.748e-16,1.159e-15
MKL,1044,2.564e-16,3.468e-16,8.903e-16
VectorFFT,1045,4.270e-16,4.754e-16,1.175e-15
MKL,1045,2.875e-16,3.370e-16,9.066e-16
VectorFFT,1046,3.213e-16,4.093e-16,1.015e-15
MKL,1046,4.491e-16,5.270e-16,1.445e-15
VectorFFT,1047,3.191e-16,3.273e-16,1.075e-15
MKL,1047,4.646e-16,5.855e-16,1.471e-15
VectorFFT,1048,3.106e-16,3.585e-16,1.014e-15
MKL,1048,3.189e-16,3.749e-16,9.459e-16
VectorFFT,1049,3.209e-16,3.147e-16,9.597e-16
MKL,1049,4.514e-16,4.155e-16,1.333e-15
VectorFFT,1050,3.563e-16,4.800e-16,1.121e-15
MKL,1050,2.814e-16,3.421e-16,8.383e-16
VectorFFT,1051,6.933e-16,1.215e-15,2.077e-15
MKL,1051,4.399e-16,3.911e-16,1.428e-15
VectorFFT,1052,3.124e-16,2.702e-16,8.656e-16
MKL,1052,4.568e-16,3.791e-16,1.246e-15
VectorFFT,1053,5.091e-16,6.179e-16,1.309e-15
MKL,1053,4.474e-16,5.350e-16,1.403e-15
VectorFFT,1054,7.114e-16,7.923e-16,2.211e-15
MKL,1054,2.650e-16,2.812e-16,8.385e-16
VectorFFT,1055,3.286e-16,5.001e-16,1.001e-15
MKL,1055,4.543e-16,5.100e-16,1.336e-15
VectorFFT,1056,3.473e-16,3.689e-16,1.057e-15
MKL,1056,2.379e-16,2.687e-16,7.255e-16
VectorFFT,1057,3.155e-16,3.485e-16,1.169e-15
MKL,1057,4.587e-16,4.726e-16,1.444e-15
VectorFFT,1058,8.665e-16,1.632e-15,2.931e-15
MKL,1058,2.772e-16,3.209e-16,8.605e-16
VectorFFT,1059,3.235e-16,4.186e-16,1.089e-15
MKL,1059,4.810e-16,5.764e-16,1.557e-15
VectorFFT,1060,3.209e-16,3.413e-16,1.049e-15
MKL,1060,2.730e-16,3.726e-16,7.969e-16
VectorFFT,1061,3.232e-16,3.553e-16,1.162e-15
MKL,1061,4.780e-16,5.523e-16,1.553e-15
VectorFFT,1062,3.329e-16,3.375e-16,9.978e-16
MKL,1062,2.743e-16,3.256e-16,7.996e-16
VectorFFT,1063,3.195e-16,3.679e-16,1.186e-15
MKL,1063,4.573e-16,4.762e-16,1.550e-15
VectorFFT,1064,3.254e-16,3.216e-16,1.006e-15
MKL,1064,2.564e-16,3.115e-16,9.122e-16
VectorFFT,1065,3.103e-16,3.456e-16,1.059e-15
MKL,1065,3.882e-16,4.467e-16,9.810e-16
VectorFFT,1066,5.681e-16,7.254e-16,2.020e-15
MKL,1066,2.696e-16,3.557e-16,8.136e-16
VectorFFT,1067,3.193e-16,4.120e-16,1.251e-15
MKL,1067,4.548e-16,5.324e-16,1.320e-15
VectorFFT,1068,3.208e-16,3.357e-16,8.891e-16
MKL,1068,2.937e-16,3.738e-16,1.038e-15
VectorFFT,1069,3.196e-16,3.269e-16,9.705e-16
MKL,1069,4.421e-16,4.958e-16,1.583e-15
VectorFFT,1070,3.243e-16,2.923e-16,1.006e-15
MKL,1070,3.324e-16,3.738e-16,9.470e-16
VectorFFT,1071,5.474e-16,6.329e-16,1.681e-15
MKL,1071,3.485e-16,3.161e-16,9.437e-16
VectorFFT,1072,3.040e-16,2.838e-16,8.681e-16
MKL,1072,2.610e-16,2.867e-16,7.168e-16
VectorFFT,1073,4.410e-16,4.361e-16,1.099e-15
MKL,1073,3.348e-16,3.153e-16,9.801e-16
VectorFFT,1074,3.193e-16,2.790e-16,9.250e-16
MKL,1074,4.592e-16,4.256e-16,1.481e-15
VectorFFT,1075,4.074e-16,4.294e-16,1.074e-15
MKL,1075,3.163e-16,3.724e-16,9.063e-16
VectorFFT,1076,3.212e-16,3.402e-16,1.042e-15
MKL,1076,4.588e-16,6.799e-16,1.517e-15
VectorFFT,1077,3.153e-16,3.191e-16,9.855e-16
MKL,1077,4.440e-16,4.347e-16,1.539e-15
VectorFFT,1078,4.110e-16,4.353e-16,1.366e-15
MKL,1078,2.682e-16,2.461e-16,8.894e-16
VectorFFT,1079,3.185e-16,3.154e-16,9.896e-16
MKL,1079,3.222e-16,3.243e-16,9.589e-16
VectorFFT,1080,4.159e-16,4.770e-16,1.096e-15
MKL,1080,2.514e-16,2.506e-16,7.102e-16
VectorFFT,1081,4.354e-16,4.184e-16,1.251e-15
MKL,1081,3.729e-16,4.163e-16,1.001e-15
VectorFFT,1082,3.267e-16,3.778e-16,8.897e-16
MKL,1082,4.395e-16,4.936e-16,1.511e-15
VectorFFT,1083,4.311e-16,4.745e-16,1.171e-15
MKL,1083,3.255e-16,3.747e-16,1.065e-15
VectorFFT,1084,3.219e-16,3.644e-16,1.066e-15
MKL,1084,4.377e-16,5.802e-16,1.526e-15
VectorFFT,1085,4.111e-16,4.682e-16,1.455e-15
MKL,1085,3.577e-16,4.566e-16,8.870e-16
VectorFFT,1086,3.094e-16,3.438e-16,9.536e-16
MKL,1086,4.469e-16,4.650e-16,1.403e-15
VectorFFT,1087,3.133e-16,3.184e-16,9.441e-16
MKL,1087,4.633e-16,5.187e-16,1.532e-15
VectorFFT,1088,4.226e-16,5.154e-16,1.075e-15
MKL,1088,2.229e-16,3.031e-16,6.315e-16
VectorFFT,1089,4.055e-16,4.379e-16,1.033e-15
MKL,1089,3.797e-16,4.548e-16,1.158e-15
VectorFFT,1090,3.270e-16,3.553e-16,1.073e-15
MKL,1090,3.232e-16,4.975e-16,9.657e-16
VectorFFT,1091,3.200e-16,3.414e-16,1.045e-15
MKL,1091,4.532e-16,4.549e-16,1.314e-15
VectorFFT,1092,4.489e-16,5.872e-16,1.309e-15
MKL,1092,2.518e-16,2.737e-16,7.138e-16
VectorFFT,1093,7.906e-16,8.306e-16,2.152e-15
MKL,1093,4.554e-16,4.582e-16,1.536e-15
VectorFFT,1094,3.238e-16,3.340e-16,9.686e-16
MKL,1094,4.610e-16,4.638e-16,1.541e-15
VectorFFT,1095,3.287e-16,2.796e-16,1.094e-15
MKL,1095,4.522e-16,4.014e-16,1.613e-15
VectorFFT,1096,3.353e-16,3.825e-16,1.026e-15
MKL,1096,3.183e-16,4.549e-16,1.050e-15
VectorFFT,1097,3.255e-16,3.777e-16,9.579e-16
MKL,1097,4.515e-16,4.350e-16,1.360e-15
VectorFFT,1098,3.243e-16,2.951e-16,8.630e-16
MKL,1098,3.050e-16,3.581e-16,8.493e-16
VectorFFT,1099,3.287e-16,3.408e-16,9.760e-16
MKL,1099,4.590e-16,4.854e-16,1.570e-15
VectorFFT,1100,3.263e-16,3.494e-16,1.095e-15
MKL,1100,2.632e-16,2.606e-16,7.172e-16
VectorFFT,1101,3.238e-16,2.987e-16,1.054e-15
MKL,1101,4.698e-16,4.732e-16,1.544e-15
VectorFFT,1102,7.127e-16,7.877e-16,2.480e-15
MKL,1102,2.578e-16,2.601e-16,8.961e-16
VectorFFT,1103,3.215e-16,3.375e-16,9.791e-16
MKL,1103,4.550e-16,5.047e-16,1.358e-15
VectorFFT,1104,4.077e-16,4.734e-16,1.298e-15
MKL,1104,2.397e-16,2.552e-16,7.421e-16
VectorFFT,1105,5.343e-16,5.113e-16,1.556e-15
MKL,1105,3.141e-16,2.505e-16,7.980e-16
VectorFFT,1106,3.277e-16,3.299e-16,1.019e-15
MKL,1106,3.364e-16,3.982e-16,9.896e-16
VectorFFT,1107,4.393e-16,4.760e-16,1.361e-15
MKL,1107,3.237e-16,5.260e-16,1.122e-15
VectorFFT,1108,3.208e-16,3.773e-16,1.014e-15
MKL,1108,4.533e-16,4.258e-16,1.597e-15
VectorFFT,1109,3.217e-16,2.748e-16,1.047e-15
MKL,1109,4.647e-16,4.440e-16,1.477e-15
VectorFFT,1110,4.041e-16,4.213e-16,1.297e-15
MKL,1110,2.715e-16,2.704e-16,8.810e-16
VectorFFT,1111,3.224e-16,3.080e-16,9.748e-16
MKL,1111,4.548e-16,3.968e-16,1.467e-15
VectorFFT,1112,3.273e-16,2.728e-16,1.163e-15
MKL,1112,3.336e-16,4.254e-16,9.676e-16
VectorFFT,1113,3.269e-16,3.225e-16,1.115e-15
MKL,1113,3.232e-16,2.528e-16,9.106e-16
VectorFFT,1114,3.228e-16,3.334e-16,1.033e-15
MKL,1114,4.657e-16,4.803e-16,1.215e-15
VectorFFT,1115,3.207e-16,3.189e-16,9.670e-16
MKL,1115,4.631e-16,4.840e-16,1.283e-15
VectorFFT,1116,4.096e-16,4.509e-16,1.285e-15
MKL,1116,2.533e-16,3.058e-16,7.374e-16
VectorFFT,1117,7.754e-16,1.119e-15,2.053e-15
MKL,1117,4.700e-16,4.551e-16,1.642e-15
VectorFFT,1118,6.583e-16,8.813e-16,2.956e-15
MKL,1118,2.610e-16,3.225e-16,8.082e-16
VectorFFT,1119,3.222e-16,3.211e-16,1.090e-15
MKL,1119,4.558e-16,5.291e-16,1.489e-15
VectorFFT,1120,2.697e-16,2.747e-16,8.478e-16
MKL,1120,2.468e-16,2.600e-16,7.204e-16
VectorFFT,1121,3.244e-16,4.162e-16,1.156e-15
MKL,1121,3.127e-16,3.346e-16,9.242e-16
VectorFFT,1122,4.845e-16,6.240e-16,1.429e-15
MKL,1122,3.025e-16,3.272e-16,8.839e-16
VectorFFT,1123,8.565e-16,7.578e-16,2.232e-15
MKL,1123,4.622e-16,4.298e-16,1.451e-15
VectorFFT,1124,3.202e-16,3.372e-16,1.012e-15
MKL,1124,4.753e-16,7.172e-16,1.621e-15
VectorFFT,1125,4.311e-16,5.645e-16,1.458e-15
MKL,1125,5.165e-16,5.106e-16,1.532e-15
VectorFFT,1126,3.435e-16,2.982e-16,1.020e-15
MKL,1126,4.634e-16,4.148e-16,1.615e-15
VectorFFT,1127,3.865e-16,3.375e-16,1.058e-15
MKL,1127,3.209e-16,3.427e-16,9.442e-16
VectorFFT,1128,4.767e-16,6.118e-16,1.396e-15
MKL,1128,2.559e-16,2.964e-16,7.653e-16
VectorFFT,1129,3.213e-16,3.332e-16,9.175e-16
MKL,1129,4.464e-16,4.657e-16,1.280e-15
VectorFFT,1130,3.366e-16,3.352e-16,8.913e-16
MKL,1130,3.452e-16,4.504e-16,1.033e-15
VectorFFT,1131,4.908e-16,5.488e-16,1.430e-15
MKL,1131,3.970e-16,5.588e-16,1.219e-15
VectorFFT,1132,3.266e-16,3.403e-16,9.656e-16
MKL,1132,4.633e-16,5.177e-16,1.423e-15
VectorFFT,1133,3.268e-16,3.151e-16,1.168e-15
MKL,1133,4.525e-16,4.345e-16,1.427e-15
VectorFFT,1134,4.323e-16,5.631e-16,1.196e-15
MKL,1134,2.916e-16,3.328e-16,9.418e-16
VectorFFT,1135,3.332e-16,3.260e-16,1.002e-15
MKL,1135,4.681e-16,4.882e-16,1.432e-15
VectorFFT,1136,3.308e-16,3.521e-16,1.019e-15
MKL,1136,2.650e-16,2.705e-16,8.096e-16
VectorFFT,1137,3.307e-16,3.443e-16,1.026e-15
MKL,1137,4.530e-16,4.678e-16,1.308e-15
VectorFFT,1138,3.290e-16,3.615e-16,1.002e-15
MKL,1138,4.598e-16,5.780e-16,1.500e-15
VectorFFT,1139,3.262e-16,2.743e-16,1.007e-15
MKL,1139,3.019e-16,3.160e-16,8.561e-16
VectorFFT,1140,4.016e-16,4.061e-16,1.260e-15
MKL,1140,2.571e-16,2.819e-16,7.343e-16
VectorFFT,1141,3.528e-16,3.211e-16,1.465e-15
MKL,1141,4.685e-16,4.775e-16,1.544e-15
VectorFFT,1142,3.272e-16,2.966e-16,1.017e-15
MKL,1142,4.705e-16,4.789e-16,1.430e-15
VectorFFT,1143,3.298e-16,3.249e-16,9.791e-16
MKL,1143,4.890e-16,5.480e-16,1.539e-15
VectorFFT,1144,4.042e-16,5.343e-16,1.266e-15
MKL,1144,2.436e-16,2.542e-16,8.646e-16
VectorFFT,1145,3.136e-16,3.783e-16,1.031e-15
MKL,1145,4.692e-16,4.910e-16,1.492e-15
VectorFFT,1146,3.261e-16,3.184e-16,9.253e-16
MKL,1146,4.517e-16,6.444e-16,1.474e-15
VectorFFT,1147,7.442e-16,1.258e-15,2.351e-15
MKL,1147,2.951e-16,3.593e-16,8.936e-16
VectorFFT,1148,3.354e-16,4.139e-16,1.034e-15
MKL,1148,2.571e-16,2.984e-16,7.405e-16
VectorFFT,1149,3.243e-16,4.481e-16,9.856e-16
MKL,1149,4.821e-16,4.905e-16,1.670e-15
VectorFFT,1150,4.014e-16,4.819e-16,1.219e-15
MKL,1150,2.774e-16,2.731e-16,8.430e-16
VectorFFT,1151,7.092e-16,7.672e-16,2.150e-15
MKL,1151,4.647e-16,5.104e-16,1.439e-15
VectorFFT,1152,3.239e-16,3.308e-16,7.576e-16
MKL,1152,2.267e-16,2.620e-16,7.555e-16
VectorFFT,1153,5.754e-16,6.084e-16,1.447e-15
MKL,1153,4.614e-16,4.631e-16,1.310e-15
VectorFFT,1154,3.284e-16,3.371e-16,9.234e-16
MKL,1154,4.384e-16,4.290e-16,1.339e-15
VectorFFT,1155,3.618e-16,4.063e-16,9.461e-16
MKL,1155,4.114e-16,6.388e-16,1.165e-15
VectorFFT,1156,5.215e-16,4.354e-16,1.234e-15
MKL,1156,2.792e-16,2.224e-16,8.740e-16
VectorFFT,1157,3.191e-16,2.974e-16,1.153e-15
MKL,1157,3.159e-16,2.907e-16,9.727e-16
VectorFFT,1158,3.371e-16,3.693e-16,1.041e-15
MKL,1158,4.508e-16,3.738e-16,1.415e-15
VectorFFT,1159,3.205e-16,3.108e-16,1.077e-15
MKL,1159,3.189e-16,3.517e-16,1.082e-15
VectorFFT,1160,4.850e-16,8.089e-16,1.401e-15
MKL,1160,2.461e-16,3.066e-16,7.703e-16
VectorFFT,1161,4.759e-16,5.806e-16,1.400e-15
MKL,1161,3.868e-16,4.738e-16,1.156e-15
VectorFFT,1162,3.313e-16,3.070e-16,1.293e-15
MKL,1162,3.005e-16,3.143e-16,1.088e-15
VectorFFT,1163,3.304e-16,3.816e-16,1.097e-15
MKL,1163,4.654e-16,5.579e-16,1.400e-15
VectorFFT,1164,3.352e-16,3.486e-16,1.055e-15
MKL,1164,2.950e-16,3.616e-16,9.312e-16
VectorFFT,1165,3.343e-16,3.038e-16,1.219e-15
MKL,1165,4.285e-16,4.783e-16,1.311e-15
VectorFFT,1166,3.267e-16,3.240e-16,1.177e-15
MKL,1166,2.818e-16,4.420e-16,8.370e-16
VectorFFT,1167,3.205e-16,3.412e-16,9.122e-16
MKL,1167,4.507e-16,4.126e-16,1.342e-15
VectorFFT,1168,3.302e-16,3.508e-16,1.017e-15
MKL,1168,2.695e-16,3.551e-16,7.872e-16
VectorFFT,1169,3.282e-16,3.471e-16,8.587e-16
MKL,1169,4.435e-16,5.014e-16,1.233e-15
VectorFFT,1170,4.673e-16,5.454e-16,1.307e-15
MKL,1170,2.808e-16,2.976e-16,8.899e-16
VectorFFT,1171,8.206e-16,8.145e-16,2.341e-15
MKL,1171,4.314e-16,4.840e-16,1.393e-15
VectorFFT,1172,3.253e-16,3.778e-16,1.140e-15
MKL,1172,4.388e-16,5.440e-16,1.431e-15
VectorFFT,1173,6.814e-16,7.899e-16,2.541e-15
MKL,1173,3.963e-16,4.123e-16,1.169e-15
VectorFFT,1174,3.315e-16,3.519e-16,1.037e-15
MKL,1174,4.366e-16,4.282e-16,1.556e-15
VectorFFT,1175,4.334e-16,4.226e-16,1.261e-15
MKL,1175,3.088e-16,2.898e-16,1.187e-15
VectorFFT,1176,3.040e-16,3.174e-16,8.694e-16
MKL,1176,2.430e-16,2.555e-16,6.374e-16
VectorFFT,1177,3.191e-16,2.845e-16,1.104e-15
MKL,1177,4.445e-16,3.891e-16,1.417e-15
VectorFFT,1178,7.381e-16,1.085e-15,2.413e-15
MKL,1178,2.690e-16,3.587e-16,7.352e-16
VectorFFT,1179,3.378e-16,3.303e-16,9.461e-16
MKL,1179,4.446e-16,4.590e-16,1.404e-15
VectorFFT,1180,3.245e-16,3.527e-16,8.949e-16
MKL,1180,2.797e-16,3.591e-16,8.893e-16
VectorFFT,1181,3.332e-16,3.296e-16,9.215e-16
MKL,1181,4.376e-16,4.352e-16,1.528e-15
VectorFFT,1182,3.238e-16,3.581e-16,9.364e-16
MKL,1182,4.463e-16,4.475e-16,1.498e-15
VectorFFT,1183,4.855e-16,5.553e-16,1.410e-15
MKL,1183,2.905e-16,2.659e-16,1.176e-15
VectorFFT,1184,3.341e-16,2.865e-16,8.842e-16
MKL,1184,2.408e-16,2.150e-16,7.805e-16
VectorFFT,1185,3.289e-16,2.960e-16,1.355e-15
MKL,1185,3.778e-16,3.386e-16,1.079e-15
VectorFFT,1186,3.410e-16,3.941e-16,1.085e-15
MKL,1186,4.373e-16,5.841e-16,1.320e-15
VectorFFT,1187,3.349e-16,3.752e-16,1.046e-15
MKL,1187,4.815e-16,5.649e-16,1.530e-15
VectorFFT,1188,4.217e-16,5.003e-16,1.316e-15
MKL,1188,2.580e-16,2.592e-16,7.183e-16
VectorFFT,1189,4.174e-16,4.503e-16,1.052e-15
MKL,1189,2.947e-16,3.355e-16,8.924e-16
VectorFFT,1190,4.202e-16,4.538e-16,1.124e-15
MKL,1190,3.033e-16,3.783e-16,9.499e-16
VectorFFT,1191,3.275e-16,3.778e-16,9.736e-16
MKL,1191,4.832e-16,5.367e-16,1.703e-15
VectorFFT,1192,3.347e-16,3.696e-16,1.084e-15
MKL,1192,3.362e-16,5.297e-16,9.286e-16
VectorFFT,1193,3.229e-16,4.190e-16,1.089e-15
MKL,1193,4.457e-16,4.997e-16,1.239e-15
VectorFFT,1194,3.357e-16,3.333e-16,1.052e-15
MKL,1194,4.345e-16,3.959e-16,1.219e-15
VectorFFT,1195,3.427e-16,4.063e-16,1.047e-15
MKL,1195,4.353e-16,5.326e-16,1.390e-15
VectorFFT,1196,4.663e-16,6.064e-16,1.455e-15
MKL,1196,2.486e-16,2.716e-16,6.821e-16
VectorFFT,1197,7.947e-16,1.211e-15,2.580e-15
MKL,1197,3.280e-16,4.250e-16,9.240e-16
VectorFFT,1198,3.331e-16,3.194e-16,1.027e-15
MKL,1198,4.342e-16,4.487e-16,1.454e-15
VectorFFT,1199,3.367e-16,3.977e-16,9.807e-16
MKL,1199,4.432e-16,4.587e-16,1.154e-15
VectorFFT,1200,3.668e-16,3.782e-16,1.089e-15
MKL,1200,2.636e-16,3.232e-16,8.225e-16
VectorFFT,1201,6.910e-16,8.385e-16,1.996e-15
MKL,1201,4.877e-16,6.251e-16,1.434e-15
VectorFFT,1202,3.274e-16,3.943e-16,9.916e-16
MKL,1202,4.374e-16,4.290e-16,1.455e-15
VectorFFT,1203,3.347e-16,4.953e-16,1.094e-15
MKL,1203,4.310e-16,4.534e-16,1.230e-15
VectorFFT,1204,4.496e-16,5.459e-16,1.357e-15
MKL,1204,2.634e-16,2.814e-16,8.181e-16
VectorFFT,1205,3.336e-16,3.540e-16,9.722e-16
MKL,1205,4.492e-16,4.258e-16,1.320e-15
VectorFFT,1206,3.350e-16,3.478e-16,1.032e-15
MKL,1206,2.925e-16,3.826e-16,9.101e-16
VectorFFT,1207,3.310e-16,2.950e-16,9.703e-16
MKL,1207,3.178e-16,2.595e-16,1.108e-15
VectorFFT,1208,3.401e-16,3.633e-16,9.699e-16
MKL,1208,4.357e-16,4.604e-16,1.438e-15
VectorFFT,1209,5.138e-16,5.374e-16,1.393e-15
MKL,1209,3.106e-16,3.728e-16,1.046e-15
VectorFFT,1210,3.398e-16,3.335e-16,1.126e-15
MKL,1210,2.988e-16,2.819e-16,8.854e-16
VectorFFT,1211,3.479e-16,3.658e-16,1.166e-15
MKL,1211,4.723e-16,4.623e-16,1.368e-15
VectorFFT,1212,3.303e-16,3.498e-16,1.089e-15
MKL,1212,3.040e-16,3.947e-16,9.430e-16
VectorFFT,1213,3.290e-16,2.930e-16,9.988e-16
MKL,1213,4.361e-16,4.049e-16,1.245e-15
VectorFFT,1214,3.283e-16,2.961e-16,1.306e-15
MKL,1214,4.469e-16,4.768e-16,1.313e-15
VectorFFT,1215,4.610e-16,5.265e-16,1.275e-15
MKL,1215,4.843e-16,5.898e-16,1.402e-15
VectorFFT,1216,3.348e-16,3.871e-16,9.517e-16
MKL,1216,2.413e-16,2.645e-16,6.872e-16
VectorFFT,1217,5.615e-16,5.561e-16,1.380e-15
MKL,1217,4.851e-16,5.895e-16,1.758e-15
VectorFFT,1218,4.745e-16,4.896e-16,1.906e-15
MKL,1218,2.875e-16,3.113e-16,9.924e-16
VectorFFT,1219,3.452e-16,2.971e-16,1.051e-15
MKL,1219,3.058e-16,3.596e-16,8.191e-16
VectorFFT,1220,3.356e-16,3.008e-16,9.063e-16
MKL,1220,2.833e-16,3.570e-16,7.798e-16
VectorFFT,1221,4.096e-16,4.788e-16,1.416e-15
MKL,1221,4.017e-16,4.843e-16,1.057e-15
VectorFFT,1222,6.053e-16,8.639e-16,2.151e-15
MKL,1222,2.666e-16,2.750e-16,9.361e-16
VectorFFT,1223,3.328e-16,4.025e-16,9.581e-16
MKL,1223,4.496e-16,4.905e-16,1.575e-15
VectorFFT,1224,5.013e-16,5.133e-16,1.318e-15
MKL,1224,2.609e-16,2.316e-16,7.355e-16
VectorFFT,1225,3.605e-16,4.865e-16,1.214e-15
MKL,1225,3.140e-16,3.469e-16,9.415e-16
VectorFFT,1226,3.425e-16,3.420e-16,1.090e-15
MKL,1226,4.570e-16,4.415e-16,1.588e-15
VectorFFT,1227,3.295e-16,3.355e-16,1.162e-15
MKL,1227,4.760e-16,5.666e-16,1.606e-15
VectorFFT,1228,3.365e-16,3.206e-16,1.007e-15
MKL,1228,4.432e-16,4.083e-16,1.450e-15
VectorFFT,1229,3.321e-16,3.001e-16,1.130e-15
MKL,1229,4.541e-16,4.098e-16,1.309e-15
VectorFFT,1230,3.791e-16,3.315e-16,1.163e-15
MKL,1230,3.149e-16,2.975e-16,9.163e-16
VectorFFT,1231,3.311e-16,3.622e-16,1.167e-15
MKL,1231,4.790e-16,4.668e-16,1.599e-15
VectorFFT,1232,2.901e-16,3.292e-16,8.069e-16
MKL,1232,2.424e-16,2.492e-16,7.308e-16
VectorFFT,1233,3.459e-16,3.691e-16,1.031e-15
MKL,1233,4.662e-16,4.369e-16,1.377e-15
VectorFFT,1234,3.354e-16,4.152e-16,1.092e-15
MKL,1234,4.368e-16,5.424e-16,1.514e-15
VectorFFT,1235,4.717e-16,5.530e-16,1.199e-15
MKL,1235,4.081e-16,4.385e-16,1.209e-15
VectorFFT,1236,3.324e-16,3.443e-16,8.833e-16
MKL,1236,3.115e-16,4.653e-16,8.502e-16
VectorFFT,1237,3.313e-16,3.471e-16,1.067e-15
MKL,1237,4.554e-16,4.547e-16,1.368e-15
VectorFFT,1238,3.469e-16,3.665e-16,1.206e-15
MKL,1238,4.529e-16,5.126e-16,1.383e-15
VectorFFT,1239,3.383e-16,4.192e-16,9.726e-16
MKL,1239,4.252e-16,4.124e-16,1.087e-15
VectorFFT,1240,3.927e-16,4.396e-16,1.213e-15
MKL,1240,2.651e-16,3.478e-16,7.483e-16
VectorFFT,1241,3.366e-16,3.402e-16,9.865e-16
MKL,1241,3.238e-16,3.522e-16,1.160e-15
VectorFFT,1242,5.743e-16,8.041e-16,2.168e-15
MKL,1242,3.028e-16,3.714e-16,8.348e-16
VectorFFT,1243,3.389e-16,3.937e-16,1.105e-15
MKL,1243,4.507e-16,4.274e-16,1.150e-15
VectorFFT,1244,3.423e-16,2.650e-16,1.089e-15
MKL,1244,4.439e-16,3.527e-16,1.281e-15
VectorFFT,1245,3.434e-16,3.521e-16,1.065e-15
MKL,1245,3.236e-16,2.710e-16,9.165e-16
VectorFFT,1246,3.309e-16,3.686e-16,1.017e-15
MKL,1246,3.110e-16,4.046e-16,9.137e-16
VectorFFT,1247,1.119e-15,2.184e-15,4.780e-15
MKL,1247,3.015e-16,3.384e-16,1.035e-15
VectorFFT,1248,4.216e-16,6.150e-16,1.350e-15
MKL,1248,2.457e-16,2.884e-16,7.673e-16
VectorFFT,1249,6.984e-16,8.151e-16,1.791e-15
MKL,1249,4.452e-16,4.290e-16,1.402e-15
VectorFFT,1250,3.358e-16,3.152e-16,1.153e-15
MKL,1250,2.959e-16,2.794e-16,7.729e-16
VectorFFT,1251,3.372e-16,3.728e-16,1.031e-15
MKL,1251,4.584e-16,4.577e-16,1.454e-15
VectorFFT,1252,3.360e-16,3.687e-16,9.756e-16
MKL,1252,4.669e-16,5.867e-16,1.501e-15
VectorFFT,1253,3.431e-16,4.575e-16,1.009e-15
MKL,1253,4.573e-16,4.505e-16,1.593e-15
VectorFFT,1254,4.089e-16,3.646e-16,1.201e-15
MKL,1254,2.732e-16,3.502e-16,7.835e-16
VectorFFT,1255,3.413e-16,3.530e-16,1.080e-15
MKL,1255,4.580e-16,4.451e-16,1.296e-15
VectorFFT,1256,3.277e-16,2.837e-16,1.092e-15
MKL,1256,4.535e-16,4.069e-16,1.531e-15
VectorFFT,1257,3.432e-16,3.462e-16,1.066e-15
MKL,1257,4.525e-16,4.957e-16,1.423e-15
VectorFFT,1258,7.202e-16,9.948e-16,3.134e-15
MKL,1258,3.325e-16,3.911e-16,9.293e-16
VectorFFT,1259,3.354e-16,3.861e-16,1.195e-15
MKL,1259,4.716e-16,4.972e-16,1.379e-15
VectorFFT,1260,4.135e-16,4.443e-16,1.432e-15
MKL,1260,2.701e-16,2.857e-16,8.340e-16
VectorFFT,1261,3.450e-16,3.636e-16,1.085e-15
MKL,1261,4.640e-16,5.299e-16,1.422e-15
VectorFFT,1262,3.339e-16,3.126e-16,1.112e-15
MKL,1262,4.733e-16,5.509e-16,1.483e-15
VectorFFT,1263,3.417e-16,4.203e-16,1.046e-15
MKL,1263,4.482e-16,5.006e-16,1.513e-15
VectorFFT,1264,3.400e-16,3.105e-16,1.085e-15
MKL,1264,2.796e-16,2.986e-16,9.943e-16
VectorFFT,1265,5.640e-16,5.365e-16,2.171e-15
MKL,1265,4.395e-16,4.107e-16,1.270e-15
VectorFFT,1266,3.391e-16,3.126e-16,1.134e-15
MKL,1266,4.428e-16,4.189e-16,1.396e-15
VectorFFT,1267,3.449e-16,4.566e-16,1.151e-15
MKL,1267,4.671e-16,7.546e-16,1.600e-15
VectorFFT,1268,3.410e-16,3.547e-16,1.212e-15
MKL,1268,4.498e-16,3.550e-16,1.438e-15
VectorFFT,1269,4.514e-16,4.208e-16,1.400e-15
MKL,1269,3.730e-16,4.567e-16,1.115e-15
VectorFFT,1270,3.508e-16,3.704e-16,1.265e-15
MKL,1270,3.394e-16,5.415e-16,1.056e-15
VectorFFT,1271,7.853e-16,9.739e-16,2.974e-15
MKL,1271,5.118e-16,5.973e-16,2.204e-15
